points/0/_label,points/0/_occluded,points/0/_source,points/0/_points,points/0/_z_order,points/1/_label,points/1/_occluded,points/1/_source,points/1/_points,points/1/_z_order,points/2/_label,points/2/_occluded,points/2/_source,points/2/_points,points/2/_z_order,points/3/_label,points/3/_occluded,points/3/_source,points/3/_points,points/3/_z_order,points/4/_label,points/4/_occluded,points/4/_source,points/4/_points,points/4/_z_order,points/5/_label,points/5/_occluded,points/5/_source,points/5/_points,points/5/_z_order,points/6/_label,points/6/_occluded,points/6/_source,points/6/_points,points/6/_z_order,points/7/_label,points/7/_occluded,points/7/_source,points/7/_points,points/7/_z_order,_id,_name,_width,_height
K4,0,manual,"37.90,14.35",0,K1,0,manual,"27.50,56.15",0,K2,0,manual,"31.60,42.25",0,K3,0,manual,"34.10,30.55",0,K6,0,manual,"47.40,30.75",0,K5,0,manual,"45.90,14.05",0,K8,0,manual,"51.40,56.95",0,K7,0,manual,"49.50,43.95",0,132,Cone_9.jpg,80,80
K5,0,manual,"41.30,25.25",0,K2,0,manual,"33.60,43.75",0,K8,0,manual,"46.60,52.35",0,K3,0,manual,"34.90,35.45",0,K6,0,manual,"42.00,35.15",0,K7,0,manual,"44.00,42.85",0,K1,0,manual,"32.50,52.65",0,K4,0,manual,"35.90,25.65",0,131,Cone_89.jpg,80,80
K1,0,manual,"30.30,53.45",0,K4,0,manual,"36.00,22.85",0,K2,0,manual,"32.20,43.75",0,K7,0,manual,"46.10,43.50",0,K5,0,manual,"42.10,22.15",0,K6,0,manual,"43.60,34.15",0,K3,0,manual,"33.80,34.25",0,K8,0,manual,"48.10,54.25",0,130,Cone_88.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Cone_87.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,Cone_86.jpg,80,80
K3,0,manual,"37.40,39.05",0,K5,0,manual,"41.30,33.25",0,K7,0,manual,"42.50,43.75",0,K8,0,manual,"43.20,48.65",0,K6,0,manual,"41.40,39.25",0,K2,0,manual,"36.40,44.15",0,K4,0,manual,"38.30,33.35",0,K1,0,manual,"36.00,48.65",0,127,Cone_85.jpg,80,80
K4,0,manual,"35.70,24.25",0,K1,0,manual,"31.30,52.85",0,K5,0,manual,"41.60,23.75",0,K6,0,manual,"43.10,33.95",0,K7,0,manual,"45.00,42.95",0,K2,0,manual,"33.20,43.35",0,K3,0,manual,"34.80,33.95",0,K8,0,manual,"47.80,53.35",0,126,Cone_84.jpg,80,80
K3,0,manual,"35.60,35.05",0,K6,0,manual,"44.30,35.30",0,K5,0,manual,"43.70,25.25",0,K8,0,manual,"46.40,53.15",0,K2,0,manual,"33.70,43.35",0,K7,0,manual,"44.90,43.85",0,K1,0,manual,"31.60,52.25",0,K4,0,manual,"37.70,25.15",0,125,Cone_83.jpg,80,80
K1,0,manual,"35.00,47.15",0,K4,0,manual,"37.80,31.85",0,K8,0,manual,"42.20,47.15",0,K7,0,manual,"41.80,41.75",0,K3,0,manual,"37.00,37.05",0,K2,0,manual,"36.00,42.15",0,K6,0,manual,"41.40,37.45",0,K5,0,manual,"41.30,31.45",0,124,Cone_82.jpg,80,80
K5,0,manual,"40.70,25.75",0,K8,0,manual,"42.80,46.35",0,K3,0,manual,"34.70,31.25",0,K6,0,manual,"40.90,31.85",0,K7,0,manual,"41.60,39.85",0,K2,0,manual,"33.60,39.65",0,K4,0,manual,"36.40,25.75",0,K1,0,manual,"32.40,45.45",0,123,Cone_81.jpg,80,80
K4,0,manual,"38.00,24.95",0,K1,0,manual,"32.60,52.65",0,K5,0,manual,"44.40,24.70",0,K7,0,manual,"45.90,43.85",0,K2,0,manual,"35.40,44.15",0,K3,0,manual,"36.60,35.45",0,K6,0,manual,"44.80,35.15",0,K8,0,manual,"48.40,53.65",0,122,Cone_80.jpg,80,80
K5,0,manual,"42.20,32.75",0,K8,0,manual,"43.00,49.85",0,K6,0,manual,"42.50,38.05",0,K3,0,manual,"37.30,37.55",0,K4,0,manual,"38.60,32.70",0,K7,0,manual,"42.60,43.45",0,K2,0,manual,"35.40,43.05",0,K1,0,manual,"33.90,49.15",0,121,Cone_8.jpg,80,80
K8,0,manual,"46.70,55.05",0,K2,0,manual,"34.30,44.25",0,K3,0,manual,"36.90,35.55",0,K6,0,manual,"44.30,35.95",0,K7,0,manual,"44.50,44.55",0,K1,0,manual,"31.30,53.15",0,K4,0,manual,"38.20,26.15",0,K5,0,manual,"44.10,26.30",0,120,Cone_79.jpg,80,80
K1,0,manual,"31.20,64.25",0,K4,0,manual,"38.40,36.65",0,K6,0,manual,"44.40,46.95",0,K3,0,manual,"36.70,46.45",0,K5,0,manual,"45.10,37.05",0,K2,0,manual,"34.20,55.35",0,K8,0,manual,"46.20,66.25",0,K7,0,manual,"44.70,55.55",0,119,Cone_78.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,Cone_77.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,Cone_76.jpg,80,80
K7,0,manual,"42.20,40.85",0,K5,0,manual,"42.20,29.35",0,K8,0,manual,"43.50,46.95",0,K2,0,manual,"36.00,40.05",0,K6,0,manual,"42.20,35.15",0,K3,0,manual,"37.10,34.65",0,K4,0,manual,"38.20,29.05",0,K1,0,manual,"34.10,45.85",0,116,Cone_75.jpg,80,80
K2,0,manual,"35.90,40.45",0,K1,0,manual,"34.00,45.95",0,K4,0,manual,"38.30,28.45",0,K5,0,manual,"42.50,28.65",0,K3,0,manual,"37.20,34.70",0,K7,0,manual,"42.20,41.05",0,K8,0,manual,"43.00,47.55",0,K6,0,manual,"42.30,34.95",0,115,Cone_74.jpg,80,80
K6,0,manual,"54.40,25.25",0,K8,0,manual,"53.60,65.95",0,K7,0,manual,"53.90,46.05",0,K2,0,manual,"31.50,41.75",0,K5,0,manual,"56.00,5.65",0,K3,0,manual,"38.50,21.95",0,K1,0,manual,"24.50,60.00",0,K4,0,manual,"44.80,4.05",0,114,Cone_73.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,Cone_72.jpg,80,80
K3,0,manual,"35.70,27.85",0,K1,0,manual,"30.20,55.85",0,K4,0,manual,"39.60,16.40",0,K7,0,manual,"51.00,43.95",0,K2,0,manual,"32.80,42.65",0,K6,0,manual,"48.70,29.35",0,K5,0,manual,"48.30,16.70",0,K8,0,manual,"51.90,57.65",0,112,Cone_71.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,Cone_70.jpg,80,80
K4,0,manual,"37.60,33.15",0,K1,0,manual,"34.80,49.85",0,K5,0,manual,"41.30,33.05",0,K6,0,manual,"41.60,39.25",0,K2,0,manual,"35.70,44.55",0,K7,0,manual,"42.70,44.25",0,K8,0,manual,"43.30,50.15",0,K3,0,manual,"36.70,39.05",0,110,Cone_7.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,Cone_69.jpg,70,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,Cone_68.jpg,80,80
K7,0,manual,"46.10,42.95",0,K2,0,manual,"33.00,42.05",0,K5,0,manual,"44.80,22.05",0,K6,0,manual,"45.80,31.35",0,K8,0,manual,"47.00,52.15",0,K3,0,manual,"36.00,30.35",0,K1,0,manual,"30.80,50.35",0,K4,0,manual,"38.50,21.65",0,107,Cone_67.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,Cone_66.jpg,80,80
K3,0,manual,"38.60,28.15",0,K4,0,manual,"42.10,19.55",0,K1,0,manual,"30.20,52.55",0,K8,0,manual,"48.60,56.55",0,K6,0,manual,"48.20,30.35",0,K5,0,manual,"48.20,20.25",0,K2,0,manual,"34.50,41.65",0,K7,0,manual,"49.00,44.15",0,105,Cone_65.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Cone_64.jpg,80,80
K1,0,manual,"33.20,46.55",0,K4,0,manual,"39.90,25.85",0,K7,0,manual,"44.50,41.35",0,K2,0,manual,"35.40,39.75",0,K5,0,manual,"44.50,26.35",0,K6,0,manual,"44.40,32.05",0,K8,0,manual,"44.00,48.45",0,K3,0,manual,"38.30,30.85",0,103,Cone_63.jpg,80,80
K5,0,manual,"48.30,12.75",0,K2,0,manual,"31.20,41.45",0,K7,0,manual,"50.20,43.65",0,K6,0,manual,"49.40,27.35",0,K8,0,manual,"51.90,59.25",0,K3,0,manual,"35.70,25.95",0,K1,0,manual,"27.20,55.45",0,K4,0,manual,"40.80,12.35",0,102,Cone_62.jpg,80,80
K3,0,manual,"34.60,28.55",0,K4,0,manual,"36.90,14.85",0,K1,0,manual,"28.30,56.85",0,K2,0,manual,"31.50,43.15",0,K7,0,manual,"49.40,43.15",0,K5,0,manual,"45.10,14.35",0,K6,0,manual,"47.00,28.15",0,K8,0,manual,"52.80,57.15",0,101,Cone_61.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Cone_60.jpg,80,80
K4,0,manual,"38.70,11.70",0,K1,0,manual,"26.00,56.20",0,K5,0,manual,"46.40,12.15",0,K8,0,manual,"50.60,59.05",0,K7,0,manual,"49.10,42.85",0,K2,0,manual,"31.00,41.65",0,K6,0,manual,"47.70,28.65",0,K3,0,manual,"34.70,27.65",0,99,Cone_6.jpg,80,80
K2,0,manual,"35.30,39.95",0,K7,0,manual,"43.40,40.15",0,K8,0,manual,"44.10,47.55",0,K5,0,manual,"41.20,26.25",0,K6,0,manual,"42.50,32.25",0,K3,0,manual,"36.60,32.35",0,K4,0,manual,"37.80,26.30",0,K1,0,manual,"33.60,47.00",0,98,Cone_59.jpg,80,80
K3,0,manual,"35.00,38.95",0,K4,0,manual,"38.70,25.15",0,K7,0,manual,"49.10,57.15",0,K8,0,manual,"50.90,72.15",0,K6,0,manual,"47.80,40.25",0,K1,0,manual,"26.80,68.15",0,K2,0,manual,"30.60,54.45",0,K5,0,manual,"47.60,25.35",0,97,Cone_58.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,Cone_57.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Cone_56.jpg,47,80
K4,0,manual,"37.90,24.95",0,K1,0,manual,"32.30,51.45",0,K6,0,manual,"45.00,32.55",0,K7,0,manual,"46.50,43.05",0,K2,0,manual,"33.60,42.45",0,K5,0,manual,"44.30,24.65",0,K8,0,manual,"47.10,51.55",0,K3,0,manual,"36.10,32.65",0,94,Cone_55.jpg,80,80
K7,0,manual,"44.80,43.15",0,K2,0,manual,"34.20,43.15",0,K6,0,manual,"42.50,33.35",0,K8,0,manual,"45.70,51.55",0,K5,0,manual,"41.40,24.55",0,K1,0,manual,"32.90,52.15",0,K3,0,manual,"35.70,33.65",0,K4,0,manual,"36.80,24.75",0,93,Cone_54.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Cone_53.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,Cone_52.jpg,80,80
K3,0,manual,"36.20,30.75",0,K4,0,manual,"38.30,21.95",0,K2,0,manual,"33.00,40.95",0,K5,0,manual,"45.90,22.05",0,K8,0,manual,"46.80,52.35",0,K7,0,manual,"46.10,41.75",0,K6,0,manual,"46.00,31.25",0,K1,0,manual,"30.80,50.75",0,90,Cone_51.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,Cone_50.jpg,80,80
K7,0,manual,"46.90,43.15",0,K8,0,manual,"47.70,53.55",0,K4,0,manual,"39.60,20.75",0,K6,0,manual,"46.50,30.55",0,K5,0,manual,"46.70,21.05",0,K2,0,manual,"32.90,41.85",0,K1,0,manual,"30.70,50.25",0,K3,0,manual,"36.70,29.65",0,88,Cone_5.jpg,80,80
K1,0,manual,"34.70,48.45",0,K3,0,manual,"36.90,37.05",0,K6,0,manual,"42.70,36.95",0,K2,0,manual,"35.60,42.15",0,K5,0,manual,"42.20,30.35",0,K4,0,manual,"37.70,30.65",0,K7,0,manual,"43.30,42.55",0,K8,0,manual,"44.10,49.25",0,87,Cone_49.jpg,80,80
K4,0,manual,"36.40,24.45",0,K6,0,manual,"43.10,32.55",0,K2,0,manual,"33.80,42.75",0,K8,0,manual,"46.70,50.55",0,K5,0,manual,"42.10,24.25",0,K7,0,manual,"45.90,41.95",0,K3,0,manual,"35.10,32.75",0,K1,0,manual,"32.40,50.25",0,86,Cone_48.jpg,80,80
K3,0,manual,"36.70,36.95",0,K1,0,manual,"33.40,48.65",0,K4,0,manual,"38.30,30.65",0,K7,0,manual,"42.90,43.05",0,K6,0,manual,"42.60,37.65",0,K5,0,manual,"43.10,30.95",0,K8,0,manual,"43.20,49.65",0,K2,0,manual,"35.40,42.55",0,85,Cone_47.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,Cone_46.jpg,80,80
K7,0,manual,"44.90,41.85",0,K8,0,manual,"45.70,49.35",0,K5,0,manual,"43.50,24.30",0,K2,0,manual,"33.90,41.15",0,K6,0,manual,"44.10,32.15",0,K4,0,manual,"38.30,24.15",0,K1,0,manual,"31.50,48.35",0,K3,0,manual,"36.50,31.55",0,83,Cone_45.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,Cone_44.jpg,80,80
K5,0,manual,"42.70,29.70",0,K1,0,manual,"33.60,47.95",0,K3,0,manual,"36.80,35.85",0,K4,0,manual,"38.50,28.95",0,K8,0,manual,"42.80,49.65",0,K6,0,manual,"42.50,36.45",0,K2,0,manual,"35.70,41.35",0,K7,0,manual,"43.00,42.65",0,81,Cone_43.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,Cone_42.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,Cone_41.jpg,80,80
K1,0,manual,"34.20,48.35",0,K3,0,manual,"38.70,36.65",0,K4,0,manual,"40.50,29.95",0,K7,0,manual,"42.90,43.55",0,K6,0,manual,"43.10,37.55",0,K2,0,manual,"37.10,42.05",0,K8,0,manual,"42.80,50.15",0,K5,0,manual,"43.40,30.75",0,78,Cone_40.jpg,49,80
K7,0,manual,"50.10,42.45",0,K4,0,manual,"31.40,2.25",0,K6,0,manual,"45.20,23.85",0,K8,0,manual,"56.10,63.75",0,K2,0,manual,"26.20,43.35",0,K5,0,manual,"42.00,1.45",0,K1,0,manual,"22.40,64.35",0,K3,0,manual,"28.40,24.85",0,77,Cone_4.jpg,80,80
K5,0,manual,"40.70,0.15",0,K1,0,manual,"20.50,66.75",0,K3,0,manual,"25.20,20.75",0,K8,0,manual,"58.40,63.95",0,K4,0,manual,"26.90,0.35",0,K2,0,manual,"23.30,45.85",0,K7,0,manual,"52.20,43.45",0,K6,0,manual,"44.80,18.75",0,76,Cone_39.jpg,80,80
K1,0,manual,"21.70,63.35",0,K3,0,manual,"32.50,22.75",0,K4,0,manual,"36.60,2.25",0,K6,0,manual,"50.30,24.65",0,K2,0,manual,"27.70,43.45",0,K8,0,manual,"55.30,65.85",0,K7,0,manual,"52.90,46.25",0,K5,0,manual,"49.70,2.95",0,75,Cone_38.jpg,80,80
K8,0,manual,"42.20,51.75",0,K6,0,manual,"40.40,39.45",0,K7,0,manual,"41.30,45.15",0,K4,0,manual,"35.70,32.55",0,K2,0,manual,"33.70,45.15",0,K5,0,manual,"40.00,32.45",0,K3,0,manual,"34.80,39.15",0,K1,0,manual,"32.10,51.65",0,74,Cone_37.jpg,80,80
K5,0,manual,"42.10,27.85",0,K3,0,manual,"36.60,35.45",0,K1,0,manual,"33.90,49.05",0,K4,0,manual,"37.50,28.05",0,K7,0,manual,"44.00,41.85",0,K6,0,manual,"42.90,35.35",0,K8,0,manual,"45.10,49.25",0,K2,0,manual,"35.40,41.85",0,73,Cone_36.jpg,80,80
K1,0,manual,"34.40,48.20",0,K3,0,manual,"36.20,32.95",0,K4,0,manual,"37.60,26.05",0,K6,0,manual,"43.30,32.85",0,K8,0,manual,"45.10,47.95",0,K7,0,manual,"44.30,41.00",0,K2,0,manual,"35.40,41.35",0,K5,0,manual,"42.50,25.85",0,72,Cone_35.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,Cone_34.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,Cone_33.jpg,57,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,Cone_32.jpg,80,80
K6,0,manual,"50.30,21.05",0,K4,0,manual,"33.50,0.35",0,K7,0,manual,"53.90,42.25",0,K8,0,manual,"59.10,64.65",0,K2,0,manual,"24.80,42.85",0,K5,0,manual,"47.30,0.05",0,K1,0,manual,"20.80,67.75",0,K3,0,manual,"29.10,20.75",0,68,Cone_31.jpg,80,80
K5,0,manual,"44.90,26.65",0,K2,0,manual,"36.90,41.95",0,K8,0,manual,"45.80,49.15",0,K3,0,manual,"38.80,32.75",0,K1,0,manual,"34.70,48.65",0,K4,0,manual,"40.50,26.65",0,K7,0,manual,"45.70,42.35",0,K6,0,manual,"45.50,33.45",0,67,Cone_30.jpg,80,80
K1,0,manual,"34.80,53.25",0,K3,0,manual,"36.70,40.65",0,K7,0,manual,"43.70,46.25",0,K6,0,manual,"43.00,40.05",0,K4,0,manual,"37.50,33.35",0,K2,0,manual,"35.90,46.55",0,K8,0,manual,"44.40,52.75",0,K5,0,manual,"42.50,32.95",0,66,Cone_3.jpg,80,80
K6,0,manual,"43.30,35.75",0,K4,0,manual,"38.60,27.35",0,K7,0,manual,"43.20,42.35",0,K2,0,manual,"35.40,42.15",0,K5,0,manual,"43.80,27.75",0,K8,0,manual,"43.40,50.45",0,K1,0,manual,"32.10,50.05",0,K3,0,manual,"37.40,34.65",0,65,Cone_29.jpg,80,80
K2,0,manual,"35.40,42.15",0,K8,0,manual,"43.10,51.65",0,K5,0,manual,"42.30,29.85",0,K1,0,manual,"32.00,50.15",0,K3,0,manual,"37.10,36.35",0,K4,0,manual,"38.40,29.45",0,K6,0,manual,"42.00,37.35",0,K7,0,manual,"42.30,43.25",0,64,Cone_28.jpg,80,80
K1,0,manual,"33.10,47.85",0,K3,0,manual,"37.40,32.95",0,K6,0,manual,"44.50,33.25",0,K4,0,manual,"38.70,25.55",0,K8,0,manual,"45.30,48.85",0,K7,0,manual,"45.10,42.25",0,K2,0,manual,"35.30,41.55",0,K5,0,manual,"44.00,25.55",0,63,Cone_27.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,Cone_26.jpg,80,80
K4,0,manual,"41.20,23.25",0,K6,0,manual,"46.90,34.85",0,K5,0,manual,"46.90,23.65",0,K7,0,manual,"47.20,44.25",0,K8,0,manual,"47.70,55.35",0,K3,0,manual,"38.80,33.25",0,K2,0,manual,"36.00,42.55",0,K1,0,manual,"33.00,51.95",0,61,Cone_25.jpg,80,80
K8,0,manual,"47.30,50.95",0,K7,0,manual,"46.80,41.35",0,K5,0,manual,"46.40,22.45",0,K3,0,manual,"38.20,30.75",0,K1,0,manual,"34.00,48.65",0,K2,0,manual,"35.50,40.65",0,K4,0,manual,"40.50,22.25",0,K6,0,manual,"46.40,31.55",0,60,Cone_24.jpg,80,80
K1,0,manual,"23.90,61.05",0,K2,0,manual,"33.10,39.45",0,K6,0,manual,"57.00,23.85",0,K4,0,manual,"47.10,0.25",0,K3,0,manual,"40.80,20.25",0,K5,0,manual,"59.60,1.25",0,K7,0,manual,"55.60,44.85",0,K8,0,manual,"55.30,68.05",0,59,Cone_23.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,Cone_22.jpg,80,80
K6,0,manual,"51.90,30.85",0,K4,0,manual,"42.40,12.15",0,K5,0,manual,"51.60,12.85",0,K7,0,manual,"52.80,45.75",0,K8,0,manual,"55.80,61.15",0,K3,0,manual,"38.20,29.45",0,K2,0,manual,"33.60,43.55",0,K1,0,manual,"29.60,56.95",0,57,Cone_21.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,Cone_20.jpg,52,80
K5,0,manual,"42.10,28.50",0,K8,0,manual,"44.20,47.55",0,K7,0,manual,"43.70,41.05",0,K3,0,manual,"37.00,34.45",0,K2,0,manual,"36.20,40.95",0,K6,0,manual,"43.00,34.75",0,K4,0,manual,"38.10,28.55",0,K1,0,manual,"35.00,46.95",0,55,Cone_2.jpg,80,80
K1,0,manual,"30.30,56.15",0,K2,0,manual,"34.10,43.70",0,K3,0,manual,"36.80,33.80",0,K5,0,manual,"46.70,21.20",0,K4,0,manual,"38.90,21.30",0,K6,0,manual,"47.70,34.25",0,K8,0,manual,"50.80,57.45",0,K7,0,manual,"48.80,45.45",0,54,Cone_19.jpg,80,80
K6,0,manual,"51.90,30.75",0,K4,0,manual,"43.10,11.85",0,K1,0,manual,"29.30,55.45",0,K5,0,manual,"51.10,12.55",0,K3,0,manual,"38.20,27.65",0,K8,0,manual,"53.00,61.65",0,K7,0,manual,"51.90,45.35",0,K2,0,manual,"33.60,41.65",0,53,Cone_18.jpg,80,80
K7,0,manual,"47.80,42.45",0,K8,0,manual,"48.60,57.05",0,K3,0,manual,"39.20,28.55",0,K2,0,manual,"35.50,39.95",0,K1,0,manual,"31.00,52.45",0,K4,0,manual,"43.00,16.45",0,K6,0,manual,"48.70,30.65",0,K5,0,manual,"49.60,17.65",0,52,Cone_17.jpg,80,80
K2,0,manual,"33.50,43.75",0,K4,0,manual,"37.50,20.45",0,K1,0,manual,"30.30,55.35",0,K6,0,manual,"45.90,33.35",0,K5,0,manual,"44.80,19.95",0,K8,0,manual,"50.20,55.95",0,K3,0,manual,"36.10,33.05",0,K7,0,manual,"47.50,44.25",0,51,Cone_16.jpg,80,80
K1,0,manual,"28.70,55.45",0,K6,0,manual,"45.10,32.35",0,K4,0,manual,"37.20,18.25",0,K5,0,manual,"44.30,18.05",0,K8,0,manual,"49.00,57.05",0,K7,0,manual,"47.20,44.15",0,K3,0,manual,"34.80,32.05",0,K2,0,manual,"32.30,43.45",0,50,Cone_15.jpg,80,80
K7,0,manual,"46.90,43.15",0,K3,0,manual,"36.50,32.15",0,K8,0,manual,"48.50,52.15",0,K2,0,manual,"34.80,42.65",0,K1,0,manual,"32.60,52.05",0,K6,0,manual,"45.10,32.15",0,K4,0,manual,"38.10,22.55",0,K5,0,manual,"44.10,22.65",0,49,Cone_142.jpg,80,80
K2,0,manual,"35.00,41.55",0,K4,0,manual,"37.20,23.05",0,K1,0,manual,"33.80,51.35",0,K6,0,manual,"43.60,32.05",0,K5,0,manual,"42.30,22.75",0,K7,0,manual,"45.10,41.05",0,K3,0,manual,"36.30,32.25",0,K8,0,manual,"47.30,50.05",0,48,Cone_141.jpg,80,80
K6,0,manual,"46.30,31.45",0,K4,0,manual,"39.10,22.05",0,K5,0,manual,"45.40,21.45",0,K1,0,manual,"31.90,50.05",0,K8,0,manual,"48.60,51.95",0,K7,0,manual,"47.60,41.85",0,K3,0,manual,"37.50,30.95",0,K2,0,manual,"34.70,41.05",0,47,Cone_140.jpg,80,80
K7,0,manual,"43.60,42.15",0,K3,0,manual,"37.10,34.65",0,K8,0,manual,"44.80,49.75",0,K2,0,manual,"35.40,41.55",0,K4,0,manual,"38.60,27.75",0,K6,0,manual,"43.40,35.05",0,K1,0,manual,"33.50,48.75",0,K5,0,manual,"43.10,27.95",0,46,Cone_14.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,Cone_139.jpg,80,80
