,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
new_indoor/images/Cone_33.jpg,36.0,49.0,38.0,42.0,41.0,35.0,44.0,28.0,46.0,29.0,47.0,36.0,47.0,43.0,47.0,51.0
new_indoor/images/Cone_0.jpg,32.0,52.0,37.0,41.0,41.0,30.0,43.0,20.0,48.0,21.0,49.0,31.0,50.0,44.0,50.0,55.0
new_indoor/images/Cone_7.jpg,34.0,52.0,36.0,43.0,38.0,31.0,40.0,21.0,45.0,20.0,46.0,30.0,48.0,43.0,48.0,53.0
new_indoor/images/Cone_6.jpg,34.0,50.0,37.0,43.0,39.0,33.0,41.0,26.0,44.0,26.0,44.0,34.0,45.0,44.0,46.0,52.0
new_indoor/images/Cone_34.jpg,31.0,56.0,33.0,44.0,35.0,30.0,36.0,17.0,42.0,17.0,44.0,30.0,48.0,43.0,50.0,56.0
new_indoor/images/Cone_23.jpg,,,,,,,,,,,,,,,,
new_indoor/images/Cone_1.jpg,36.0,46.0,38.0,41.0,39.0,35.0,41.0,30.0,44.0,30.0,44.0,35.0,44.0,42.0,45.0,47.0
new_indoor/images/Cone_16.jpg,,,,,,,,,,,,,,,,
new_indoor/images/Cone_32.jpg,36.0,48.0,38.0,42.0,39.0,34.0,41.0,26.0,44.0,27.0,45.0,34.0,46.0,42.0,46.0,49.0
new_indoor/images/Cone_10.jpg,,,,,,,,,,,,,,,,
new_indoor/images/Cone_12.jpg,,,,,,,,,,,,,,,,
new_indoor/images/Cone_17.jpg,,,,,,,,,,,,,,,,
new_indoor/images/Cone_30.jpg,36.0,49.0,37.0,43.0,38.0,34.0,39.0,26.0,42.0,26.0,44.0,34.0,45.0,43.0,46.0,50.0
new_indoor/images/Cone_3.jpg,37.0,48.0,39.0,43.0,41.0,37.0,43.0,32.0,45.0,33.0,45.0,37.0,45.0,44.0,45.0,50.0
new_indoor/images/Cone_35.jpg,,,,,,,,,,,,,,,,
new_indoor/images/Cone_43.jpg,35.0,51.0,37.0,43.0,39.0,32.0,41.0,24.0,46.0,24.0,46.0,32.0,48.0,43.0,48.0,52.0
new_indoor/images/Cone_11.jpg,33.0,54.0,35.0,43.0,38.0,31.0,40.0,22.0,45.0,21.0,46.0,31.0,48.0,44.0,49.0,54.0
new_rain_1/images/Cone_144.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_309.jpg,26.0,57.0,27.0,44.0,26.0,28.0,26.0,13.0,35.0,13.0,38.0,26.0,45.0,40.0,50.0,52.0
new_rain_1/images/Cone_404.jpg,25.0,62.0,24.0,45.0,22.0,27.0,22.0,9.0,30.0,7.0,37.0,23.0,45.0,38.0,53.0,53.0
new_rain_1/images/Cone_60.jpg,36.0,47.0,36.0,42.0,37.0,36.0,39.0,32.0,41.0,31.0,42.0,36.0,43.0,42.0,44.0,47.0
new_rain_1/images/Cone_212.jpg,36.0,49.0,38.0,41.0,40.0,33.0,42.0,25.0,46.0,26.0,47.0,34.0,48.0,43.0,49.0,50.0
new_rain_1/images/Cone_393.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_377.jpg,25.0,64.0,25.0,45.0,24.0,25.0,23.0,5.0,33.0,2.0,40.0,20.0,48.0,39.0,56.0,57.0
new_rain_1/images/Cone_244.jpg,20.0,71.0,20.0,48.0,18.0,22.0,17.0,1.0,,,38.0,18.0,48.0,39.0,57.0,56.0
new_rain_1/images/Cone_153.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_281.jpg,33.0,49.0,37.0,40.0,42.0,28.0,47.0,18.0,53.0,19.0,52.0,32.0,51.0,44.0,51.0,55.0
new_rain_1/images/Cone_300.jpg,32.0,48.0,36.0,41.0,42.0,29.0,47.0,21.0,52.0,22.0,52.0,32.0,49.0,44.0,49.0,54.0
new_rain_1/images/Cone_44.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_294.jpg,24.0,63.0,24.0,46.0,24.0,28.0,24.0,9.0,33.0,7.0,39.0,25.0,45.0,41.0,52.0,56.0
new_rain_1/images/Cone_350.jpg,35.0,50.0,36.0,45.0,36.0,39.0,37.0,33.0,40.0,33.0,42.0,38.0,43.0,44.0,44.0,50.0
new_rain_1/images/Cone_299.jpg,35.0,46.0,37.0,40.0,40.0,30.0,43.0,23.0,48.0,24.0,48.0,32.0,49.0,41.0,49.0,50.0
new_rain_1/images/Cone_145.jpg,34.0,53.0,34.0,45.0,33.0,39.0,33.0,30.0,36.0,30.0,39.0,37.0,42.0,42.0,46.0,49.0
new_rain_1/images/Cone_149.jpg,35.0,50.0,36.0,42.0,36.0,34.0,37.0,25.0,42.0,25.0,44.0,34.0,45.0,41.0,48.0,49.0
new_rain_1/images/Cone_18.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_279.jpg,34.0,49.0,34.0,41.0,35.0,31.0,36.0,23.0,40.0,22.0,43.0,30.0,45.0,40.0,48.0,48.0
new_rain_1/images/Cone_291.jpg,23.0,64.0,24.0,46.0,24.0,30.0,23.0,10.0,32.0,8.0,38.0,27.0,44.0,42.0,52.0,57.0
new_rain_1/images/Cone_51.jpg,29.0,55.0,31.0,42.0,34.0,28.0,36.0,15.0,43.0,15.0,46.0,28.0,48.0,43.0,51.0,54.0
new_rain_1/images/Cone_71.jpg,30.0,55.0,32.0,43.0,33.0,28.0,35.0,15.0,43.0,15.0,46.0,27.0,49.0,41.0,52.0,55.0
new_rain_1/images/Cone_90.jpg,32.0,53.0,32.0,43.0,32.0,32.0,31.0,20.0,36.0,18.0,41.0,29.0,46.0,39.0,49.0,48.0
new_rain_1/images/Cone_58.jpg,36.0,47.0,36.0,42.0,38.0,34.0,40.0,27.0,44.0,27.0,44.0,34.0,46.0,42.0,47.0,47.0
new_rain_1/images/Cone_101.jpg,32.0,46.0,38.0,38.0,42.0,29.0,47.0,20.0,50.0,21.0,50.0,32.0,49.0,42.0,50.0,52.0
new_rain_1/images/Cone_252.jpg,23.0,66.0,24.0,45.0,24.0,22.0,25.0,1.0,,,43.0,19.0,51.0,40.0,57.0,57.0
new_rain_1/images/Cone_417.jpg,32.0,79.0,31.0,74.0,31.0,27.0,30.0,15.0,37.0,14.0,42.0,26.0,56.0,68.0,57.0,71.0
new_rain_1/images/Cone_30.jpg,34.0,51.0,35.0,44.0,38.0,36.0,40.0,27.0,44.0,27.0,45.0,37.0,46.0,44.0,47.0,52.0
new_rain_1/images/Cone_1.jpg,36.0,47.0,36.0,40.0,37.0,31.0,39.0,25.0,43.0,25.0,45.0,31.0,47.0,40.0,48.0,46.0
new_rain_1/images/Cone_111.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_194.jpg,28.0,58.0,31.0,44.0,34.0,28.0,36.0,11.0,44.0,11.0,47.0,29.0,49.0,44.0,52.0,58.0
new_rain_1/images/Cone_328.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_381.jpg,24.0,64.0,24.0,44.0,24.0,27.0,24.0,6.0,33.0,5.0,40.0,23.0,46.0,40.0,54.0,57.0
new_rain_1/images/Cone_85.jpg,29.0,54.0,30.0,42.0,32.0,29.0,35.0,17.0,40.0,16.0,43.0,29.0,47.0,42.0,49.0,53.0
new_rain_1/images/Cone_167.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_120.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_112.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_382.jpg,34.0,50.0,33.0,43.0,33.0,34.0,33.0,26.0,37.0,25.0,40.0,32.0,43.0,40.0,47.0,47.0
new_rain_1/images/Cone_414.jpg,31.0,49.0,36.0,40.0,40.0,30.0,44.0,18.0,50.0,19.0,50.0,32.0,49.0,42.0,51.0,55.0
new_rain_1/images/Cone_218.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_20.jpg,35.0,44.0,36.0,38.0,38.0,32.0,40.0,26.0,43.0,26.0,44.0,32.0,45.0,39.0,45.0,45.0
new_rain_1/images/Cone_408.jpg,35.0,46.0,37.0,40.0,40.0,32.0,42.0,26.0,45.0,26.0,46.0,33.0,47.0,40.0,47.0,47.0
new_rain_1/images/Cone_318.jpg,35.0,50.0,35.0,42.0,36.0,35.0,35.0,27.0,39.0,26.0,42.0,34.0,44.0,40.0,47.0,48.0
new_rain_1/images/Cone_358.jpg,23.0,65.0,24.0,46.0,24.0,27.0,24.0,6.0,35.0,5.0,40.0,24.0,47.0,41.0,52.0,58.0
new_rain_1/images/Cone_340.jpg,33.0,50.0,33.0,42.0,33.0,32.0,33.0,24.0,38.0,23.0,41.0,31.0,45.0,40.0,46.0,48.0
new_rain_1/images/Cone_305.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_7.jpg,31.0,52.0,32.0,42.0,34.0,29.0,36.0,17.0,41.0,17.0,45.0,28.0,47.0,41.0,49.0,52.0
new_rain_1/images/Cone_64.jpg,31.0,48.0,35.0,41.0,38.0,28.0,42.0,17.0,47.0,18.0,48.0,30.0,49.0,42.0,49.0,52.0
new_rain_1/images/Cone_168.jpg,32.0,53.0,34.0,42.0,34.0,30.0,35.0,21.0,41.0,20.0,44.0,31.0,46.0,42.0,49.0,51.0
new_rain_1/images/Cone_310.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_201.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_35.jpg,34.0,50.0,36.0,42.0,38.0,34.0,40.0,25.0,45.0,26.0,46.0,35.0,46.0,42.0,48.0,50.0
new_rain_1/images/Cone_316.jpg,39.0,50.0,39.0,40.0,40.0,29.0,41.0,20.0,46.0,20.0,49.0,29.0,52.0,39.0,55.0,48.0
new_rain_1/images/Cone_302.jpg,24.0,63.0,24.0,47.0,23.0,26.0,24.0,63.0,33.0,3.0,40.0,21.0,48.0,40.0,55.0,57.0
new_rain_1/images/Cone_303.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_276.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_91.jpg,20.0,68.0,21.0,47.0,20.0,24.0,19.0,1.0,,,39.0,21.0,46.0,41.0,56.0,60.0
new_rain_1/images/Cone_313.jpg,28.0,60.0,28.0,45.0,27.0,30.0,26.0,13.0,34.0,12.0,39.0,27.0,45.0,41.0,52.0,55.0
new_rain_1/images/Cone_162.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_410.jpg,32.0,47.0,36.0,39.0,40.0,31.0,45.0,22.0,49.0,23.0,48.0,34.0,47.0,42.0,48.0,52.0
new_rain_1/images/Cone_228.jpg,35.0,51.0,34.0,41.0,32.0,30.0,32.0,20.0,36.0,18.0,41.0,28.0,45.0,37.0,50.0,46.0
new_rain_1/images/Cone_418.jpg,36.0,46.0,38.0,41.0,42.0,34.0,43.0,30.0,46.0,31.0,46.0,36.0,46.0,43.0,45.0,48.0
new_rain_1/images/Cone_28.jpg,35.0,48.0,36.0,42.0,38.0,36.0,40.0,29.0,44.0,30.0,44.0,37.0,44.0,42.0,45.0,49.0
new_rain_1/images/Cone_29.jpg,36.0,45.0,37.0,40.0,40.0,33.0,43.0,28.0,46.0,29.0,46.0,34.0,46.0,41.0,46.0,47.0
new_rain_1/images/Cone_208.jpg,33.0,53.0,36.0,46.0,38.0,39.0,40.0,31.0,45.0,32.0,45.0,40.0,45.0,48.0,46.0,55.0
new_rain_1/images/Cone_180.jpg,35.0,46.0,37.0,39.0,39.0,31.0,41.0,23.0,45.0,23.0,46.0,32.0,46.0,41.0,47.0,47.0
new_rain_1/images/Cone_135.jpg,35.0,53.0,35.0,44.0,35.0,36.0,36.0,27.0,40.0,27.0,43.0,36.0,45.0,43.0,47.0,50.0
new_rain_1/images/Cone_128.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_207.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_314.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_272.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_38.jpg,32.0,53.0,34.0,43.0,36.0,34.0,38.0,22.0,44.0,22.0,46.0,34.0,48.0,43.0,50.0,53.0
new_rain_1/images/Cone_278.jpg,34.0,49.0,36.0,41.0,39.0,33.0,42.0,23.0,47.0,24.0,47.0,34.0,47.0,43.0,48.0,51.0
new_rain_1/images/Cone_32.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_326.jpg,28.0,57.0,30.0,44.0,30.0,28.0,31.0,15.0,40.0,14.0,44.0,27.0,47.0,41.0,52.0,54.0
new_rain_1/images/Cone_332.jpg,34.0,55.0,33.0,45.0,34.0,36.0,34.0,25.0,39.0,25.0,43.0,35.0,46.0,43.0,49.0,51.0
new_rain_1/images/Cone_426.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_234.jpg,30.0,54.0,30.0,44.0,30.0,32.0,29.0,20.0,34.0,19.0,39.0,30.0,44.0,40.0,49.0,49.0
new_rain_1/images/Cone_256.jpg,34.0,47.0,36.0,40.0,38.0,31.0,41.0,25.0,45.0,26.0,46.0,32.0,47.0,42.0,48.0,49.0
new_rain_1/images/Cone_342.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_371.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_388.jpg,28.0,60.0,27.0,45.0,26.0,30.0,25.0,16.0,32.0,14.0,39.0,27.0,45.0,41.0,51.0,55.0
new_rain_1/images/Cone_189.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_433.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_183.jpg,31.0,56.0,30.0,44.0,30.0,30.0,31.0,17.0,37.0,16.0,42.0,27.0,47.0,41.0,51.0,51.0
new_rain_1/images/Cone_88.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_73.jpg,31.0,58.0,32.0,46.0,33.0,33.0,34.0,20.0,40.0,18.0,44.0,31.0,48.0,43.0,53.0,54.0
new_rain_1/images/Cone_254.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_376.jpg,34.0,47.0,38.0,38.0,43.0,27.0,47.0,19.0,52.0,20.0,52.0,31.0,51.0,43.0,51.0,55.0
new_rain_1/images/Cone_330.jpg,29.0,66.0,31.0,57.0,32.0,47.0,33.0,36.0,38.0,35.0,41.0,46.0,43.0,55.0,47.0,65.0
new_rain_1/images/Cone_106.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_142.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_119.jpg,32.0,51.0,32.0,43.0,32.0,32.0,33.0,23.0,38.0,22.0,42.0,31.0,45.0,41.0,47.0,48.0
new_rain_1/images/Cone_355.jpg,26.0,61.0,28.0,44.0,30.0,26.0,32.0,10.0,39.0,9.0,44.0,25.0,48.0,42.0,52.0,58.0
new_rain_1/images/Cone_103.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_301.jpg,30.0,56.0,30.0,44.0,29.0,30.0,27.0,18.0,35.0,16.0,40.0,28.0,46.0,39.0,50.0,49.0
new_rain_1/images/Cone_14.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_186.jpg,33.0,52.0,34.0,43.0,34.0,34.0,33.0,23.0,38.0,22.0,41.0,32.0,45.0,41.0,48.0,49.0
new_rain_1/images/Cone_57.jpg,29.0,59.0,28.0,44.0,26.0,29.0,25.0,13.0,32.0,11.0,39.0,25.0,45.0,38.0,51.0,50.0
new_rain_1/images/Cone_263.jpg,29.0,55.0,34.0,43.0,38.0,31.0,42.0,17.0,48.0,18.0,49.0,32.0,50.0,45.0,51.0,60.0
new_rain_1/images/Cone_304.jpg,25.0,65.0,25.0,46.0,24.0,28.0,23.0,7.0,32.0,6.0,39.0,24.0,47.0,40.0,53.0,56.0
new_rain_1/images/Cone_429.jpg,36.0,45.0,37.0,40.0,40.0,32.0,42.0,26.0,46.0,26.0,47.0,33.0,48.0,42.0,50.0,47.0
new_rain_1/images/Cone_179.jpg,32.0,53.0,34.0,42.0,37.0,32.0,40.0,22.0,44.0,22.0,45.0,32.0,47.0,42.0,49.0,53.0
new_rain_1/images/Cone_329.jpg,27.0,60.0,28.0,45.0,29.0,28.0,29.0,12.0,37.0,11.0,42.0,27.0,48.0,41.0,54.0,57.0
new_rain_1/images/Cone_105.jpg,32.0,54.0,33.0,44.0,34.0,36.0,34.0,25.0,39.0,24.0,43.0,34.0,45.0,43.0,48.0,51.0
new_rain_1/images/Cone_86.jpg,32.0,51.0,32.0,41.0,31.0,30.0,30.0,18.0,36.0,16.0,40.0,28.0,45.0,37.0,50.0,46.0
new_rain_1/images/Cone_156.jpg,34.0,55.0,34.0,52.0,34.0,31.0,35.0,23.0,38.0,22.0,41.0,30.0,47.0,49.0,49.0,53.0
new_rain_1/images/Cone_15.jpg,32.0,52.0,34.0,42.0,34.0,30.0,36.0,21.0,42.0,21.0,44.0,30.0,47.0,41.0,50.0,52.0
new_rain_1/images/Cone_148.jpg,35.0,47.0,36.0,40.0,37.0,32.0,39.0,25.0,43.0,25.0,44.0,32.0,45.0,40.0,47.0,47.0
new_rain_1/images/Cone_5.jpg,35.0,46.0,37.0,39.0,40.0,30.0,41.0,23.0,45.0,23.0,46.0,30.0,47.0,39.0,48.0,46.0
new_rain_1/images/Cone_27.jpg,33.0,51.0,34.0,42.0,36.0,34.0,37.0,25.0,41.0,25.0,44.0,33.0,45.0,42.0,47.0,52.0
new_rain_1/images/Cone_396.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_435.jpg,33.0,48.0,37.0,41.0,42.0,31.0,46.0,23.0,50.0,23.0,49.0,34.0,48.0,44.0,48.0,54.0
new_rain_1/images/Cone_362.jpg,30.0,54.0,30.0,45.0,29.0,33.0,27.0,22.0,32.0,20.0,39.0,29.0,43.0,40.0,49.0,49.0
new_rain_1/images/Cone_236.jpg,33.0,54.0,34.0,45.0,35.0,35.0,36.0,23.0,41.0,23.0,44.0,34.0,46.0,44.0,50.0,54.0
new_rain_1/images/Cone_297.jpg,24.0,66.0,25.0,46.0,24.0,28.0,24.0,8.0,32.0,6.0,40.0,26.0,47.0,42.0,55.0,58.0
new_rain_1/images/Cone_26.jpg,33.0,50.0,35.0,40.0,38.0,28.0,42.0,19.0,47.0,20.0,48.0,30.0,50.0,42.0,51.0,52.0
new_rain_1/images/Cone_152.jpg,32.0,57.0,32.0,46.0,32.0,36.0,32.0,24.0,37.0,23.0,41.0,34.0,45.0,43.0,49.0,53.0
new_rain_1/images/Cone_115.jpg,30.0,58.0,30.0,46.0,29.0,34.0,28.0,20.0,34.0,19.0,40.0,31.0,45.0,41.0,50.0,53.0
new_rain_1/images/Cone_341.jpg,30.0,55.0,32.0,44.0,34.0,33.0,35.0,21.0,40.0,20.0,43.0,33.0,45.0,43.0,48.0,53.0
new_rain_1/images/Cone_178.jpg,34.0,49.0,36.0,41.0,38.0,33.0,41.0,25.0,46.0,25.0,46.0,35.0,47.0,42.0,47.0,51.0
new_rain_1/images/Cone_280.jpg,34.0,47.0,37.0,42.0,41.0,32.0,45.0,25.0,49.0,26.0,48.0,34.0,47.0,44.0,47.0,52.0
new_rain_1/images/Cone_4.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_436.jpg,32.0,50.0,37.0,40.0,44.0,26.0,50.0,13.0,56.0,15.0,56.0,31.0,54.0,45.0,55.0,60.0
new_rain_1/images/Cone_172.jpg,30.0,55.0,32.0,43.0,33.0,31.0,35.0,18.0,42.0,17.0,45.0,31.0,47.0,43.0,49.0,55.0
new_rain_1/images/Cone_275.jpg,31.0,52.0,34.0,42.0,38.0,29.0,41.0,18.0,47.0,19.0,48.0,30.0,49.0,43.0,49.0,54.0
new_rain_1/images/Cone_378.jpg,33.0,55.0,33.0,45.0,32.0,35.0,30.0,25.0,36.0,23.0,40.0,33.0,44.0,42.0,49.0,50.0
new_rain_1/images/Cone_126.jpg,34.0,52.0,35.0,43.0,35.0,35.0,35.0,26.0,39.0,25.0,42.0,34.0,45.0,42.0,48.0,50.0
new_rain_1/images/Cone_243.jpg,34.0,48.0,37.0,40.0,41.0,31.0,44.0,23.0,49.0,23.0,48.0,34.0,48.0,43.0,48.0,52.0
new_rain_1/images/Cone_182.jpg,32.0,52.0,35.0,42.0,37.0,32.0,40.0,20.0,46.0,20.0,47.0,33.0,49.0,43.0,50.0,54.0
new_rain_1/images/Cone_48.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_312.jpg,33.0,52.0,34.0,44.0,34.0,35.0,34.0,26.0,39.0,25.0,41.0,34.0,44.0,42.0,47.0,50.0
new_rain_1/images/Cone_55.jpg,37.0,46.0,38.0,41.0,42.0,34.0,43.0,27.0,47.0,28.0,46.0,34.0,47.0,42.0,47.0,47.0
new_rain_1/images/Cone_233.jpg,36.0,49.0,37.0,44.0,37.0,40.0,37.0,34.0,40.0,34.0,42.0,39.0,43.0,44.0,45.0,48.0
new_rain_1/images/Cone_214.jpg,33.0,53.0,34.0,44.0,34.0,35.0,35.0,24.0,40.0,23.0,43.0,34.0,46.0,42.0,48.0,51.0
new_rain_1/images/Cone_364.jpg,29.0,60.0,28.0,46.0,28.0,32.0,28.0,15.0,34.0,14.0,40.0,29.0,45.0,41.0,51.0,55.0
new_rain_1/images/Cone_298.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_74.jpg,35.0,52.0,34.0,43.0,34.0,34.0,33.0,23.0,37.0,23.0,41.0,32.0,45.0,40.0,48.0,47.0
new_rain_1/images/Cone_31.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_403.jpg,34.0,48.0,37.0,40.0,41.0,30.0,43.0,23.0,48.0,23.0,49.0,32.0,49.0,43.0,50.0,50.0
new_rain_1/images/Cone_398.jpg,28.0,58.0,28.0,44.0,27.0,30.0,27.0,16.0,34.0,15.0,39.0,26.0,45.0,41.0,50.0,51.0
new_rain_1/images/Cone_400.jpg,31.0,53.0,32.0,40.0,33.0,30.0,34.0,18.0,40.0,18.0,43.0,28.0,45.0,39.0,49.0,49.0
new_rain_1/images/Cone_394.jpg,26.0,58.0,31.0,41.0,35.0,26.0,40.0,8.0,49.0,8.0,51.0,28.0,53.0,44.0,54.0,62.0
new_rain_1/images/Cone_62.jpg,35.0,47.0,38.0,41.0,41.0,32.0,43.0,23.0,47.0,24.0,48.0,33.0,48.0,44.0,48.0,51.0
new_rain_1/images/Cone_23.jpg,26.0,50.0,35.0,35.0,44.0,22.0,52.0,6.0,60.0,9.0,56.0,28.0,53.0,44.0,52.0,61.0
new_rain_1/images/Cone_130.jpg,20.0,61.0,30.0,40.0,37.0,19.0,,,,,58.0,23.0,58.0,44.0,60.0,69.0
new_rain_1/images/Cone_75.jpg,24.0,65.0,26.0,48.0,25.0,27.0,26.0,4.0,36.0,3.0,43.0,24.0,48.0,42.0,56.0,60.0
new_rain_1/images/Cone_117.jpg,22.0,65.0,23.0,44.0,23.0,26.0,22.0,3.0,31.0,1.0,40.0,21.0,46.0,38.0,55.0,56.0
new_rain_1/images/Cone_269.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_200.jpg,30.0,56.0,32.0,44.0,34.0,33.0,35.0,20.0,41.0,20.0,44.0,32.0,47.0,43.0,50.0,55.0
new_rain_1/images/Cone_229.jpg,28.0,61.0,28.0,46.0,28.0,32.0,27.0,16.0,34.0,14.0,40.0,30.0,45.0,43.0,51.0,55.0
new_rain_1/images/Cone_154.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_16.jpg,32.0,51.0,35.0,42.0,38.0,30.0,41.0,21.0,47.0,22.0,49.0,31.0,49.0,43.0,50.0,53.0
new_rain_1/images/Cone_273.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_373.jpg,33.0,47.0,35.0,41.0,39.0,32.0,42.0,22.0,47.0,23.0,47.0,33.0,48.0,42.0,48.0,51.0
new_rain_1/images/Cone_17.jpg,33.0,49.0,36.0,42.0,39.0,35.0,42.0,27.0,46.0,28.0,46.0,37.0,46.0,45.0,46.0,53.0
new_rain_1/images/Cone_195.jpg,30.0,56.0,30.0,43.0,29.0,30.0,30.0,43.0,34.0,20.0,39.0,27.0,46.0,40.0,50.0,49.0
new_rain_1/images/Cone_33.jpg,36.0,47.0,38.0,40.0,42.0,33.0,44.0,28.0,47.0,28.0,48.0,34.0,47.0,42.0,46.0,50.0
new_rain_1/images/Cone_319.jpg,,,,,,,,,,,,,,,,
