points/0/_label,points/0/_occluded,points/0/_source,points/0/_points,points/0/_z_order,points/1/_label,points/1/_occluded,points/1/_source,points/1/_points,points/1/_z_order,points/2/_label,points/2/_occluded,points/2/_source,points/2/_points,points/2/_z_order,points/3/_label,points/3/_occluded,points/3/_source,points/3/_points,points/3/_z_order,points/4/_label,points/4/_occluded,points/4/_source,points/4/_points,points/4/_z_order,points/5/_label,points/5/_occluded,points/5/_source,points/5/_points,points/5/_z_order,points/6/_label,points/6/_occluded,points/6/_source,points/6/_points,points/6/_z_order,points/7/_label,points/7/_occluded,points/7/_source,points/7/_points,points/7/_z_order,_id,_name,_width,_height
K8,0,manual,"55.90,58.65",0,K3,0,manual,"35.30,32.50",0,K1,0,manual,"28.50,57.80",0,K5,0,manual,"47.00,18.15",0,K2,0,manual,"32.60,45.40",0,K6,0,manual,"49.50,32.15",0,K7,0,manual,"51.30,45.15",0,K4,0,manual,"38.60,18.25",0,141,Cone_83.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,Cone_82.jpg,80,80
K2,0,manual,"36.70,43.10",0,K6,0,manual,"46.70,37.55",0,K1,0,manual,"34.10,49.00",0,K7,0,manual,"46.80,44.25",0,K4,0,manual,"42.00,30.65",0,K5,0,manual,"46.60,30.85",0,K8,0,manual,"47.00,50.85",0,K3,0,manual,"39.30,36.60",0,139,Cone_81.jpg,80,80
K8,0,manual,"54.50,59.75",0,K5,0,manual,"44.40,15.55",0,K3,0,manual,"31.00,31.20",0,K1,0,manual,"22.60,59.00",0,K7,0,manual,"50.50,44.85",0,K6,0,manual,"47.80,30.35",0,K2,0,manual,"26.60,44.70",0,K4,0,manual,"34.90,16.00",0,138,Cone_80.jpg,80,80
K1,0,manual,"30.90,53.20",0,K6,0,manual,"44.80,34.55",0,K2,0,manual,"33.40,43.60",0,K4,0,manual,"36.10,24.65",0,K3,0,manual,"34.70,35.20",0,K7,0,manual,"47.00,43.75",0,K5,0,manual,"42.50,24.45",0,K8,0,manual,"49.60,52.75",0,137,Cone_8.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,Cone_79.jpg,80,80
K8,0,manual,"48.50,52.85",0,K5,0,manual,"41.00,26.55",0,K3,0,manual,"34.00,35.50",0,K4,0,manual,"35.90,27.15",0,K2,0,manual,"32.50,44.60",0,K6,0,manual,"43.50,35.75",0,K7,0,manual,"45.80,44.45",0,K1,0,manual,"30.70,52.80",0,135,Cone_78.jpg,80,80
K6,0,manual,"44.90,38.05",0,K7,0,manual,"45.20,43.65",0,K1,0,manual,"33.60,47.80",0,K4,0,manual,"41.00,31.95",0,K2,0,manual,"36.10,42.50",0,K8,0,manual,"45.30,49.15",0,K5,0,manual,"45.00,31.95",0,K3,0,manual,"38.20,37.40",0,134,Cone_77.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,Cone_76.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,Cone_75.jpg,80,80
K3,0,manual,"35.30,35.10",0,K5,0,manual,"44.60,26.55",0,K8,0,manual,"48.40,52.65",0,K1,0,manual,"31.00,52.10",0,K2,0,manual,"33.00,44.00",0,K6,0,manual,"45.80,35.35",0,K4,0,manual,"38.30,26.15",0,K7,0,manual,"47.60,44.05",0,131,Cone_74.jpg,80,80
K1,0,manual,"32.30,52.90",0,K7,0,manual,"42.10,45.75",0,K6,0,manual,"40.30,39.45",0,K4,0,manual,"33.70,34.45",0,K2,0,manual,"32.60,46.20",0,K3,0,manual,"33.40,39.50",0,K8,0,manual,"44.20,52.25",0,K5,0,manual,"38.50,34.00",0,130,Cone_73.jpg,80,80
K7,0,manual,"43.90,48.85",0,K4,0,manual,"36.50,37.45",0,K2,0,manual,"34.10,48.70",0,K1,0,manual,"32.90,53.60",0,K8,0,manual,"44.70,54.05",0,K3,0,manual,"34.90,43.00",0,K5,0,manual,"41.00,37.05",0,K6,0,manual,"42.40,42.55",0,129,Cone_72.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,Cone_71.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,Cone_70.jpg,46,80
K3,0,manual,"28.10,32.50",0,K5,0,manual,"37.40,17.65",0,K8,0,manual,"53.70,56.45",0,K6,0,manual,"42.80,31.05",0,K7,0,manual,"48.10,43.05",0,K4,0,manual,"28.90,18.25",0,K2,0,manual,"26.70,45.70",0,K1,0,manual,"25.30,59.60",0,126,Cone_7.jpg,80,80
K2,0,manual,"37.70,44.80",0,K5,0,manual,"41.20,39.20",0,K3,0,manual,"38.90,41.70",0,K7,0,manual,"41.90,44.85",0,K1,0,manual,"37.10,47.60",0,K6,0,manual,"41.40,41.80",0,K8,0,manual,"42.00,48.15",0,K4,0,manual,"39.50,39.20",0,125,Cone_69.jpg,80,80
K6,0,manual,"44.60,33.35",0,K5,0,manual,"41.20,22.95",0,K3,0,manual,"32.60,33.90",0,K8,0,manual,"51.30,52.95",0,K4,0,manual,"34.30,23.55",0,K1,0,manual,"29.30,53.90",0,K2,0,manual,"30.70,43.40",0,K7,0,manual,"47.60,42.55",0,124,Cone_68.jpg,80,80
K8,0,manual,"47.30,49.95",0,K5,0,manual,"40.50,29.05",0,K3,0,manual,"35.00,36.10",0,K1,0,manual,"33.00,50.30",0,K2,0,manual,"34.00,42.30",0,K4,0,manual,"35.50,29.45",0,K7,0,manual,"44.70,42.45",0,K6,0,manual,"42.40,35.65",0,123,Cone_67.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,Cone_66.jpg,80,80
K1,0,manual,"25.10,57.80",0,K2,0,manual,"28.20,45.70",0,K7,0,manual,"51.70,45.45",0,K4,0,manual,"35.90,16.75",0,K6,0,manual,"48.80,31.95",0,K5,0,manual,"46.50,17.35",0,K3,0,manual,"31.70,31.70",0,K8,0,manual,"55.60,59.75",0,121,Cone_65.jpg,80,80
K6,0,manual,"41.80,36.75",0,K3,0,manual,"35.00,36.90",0,K8,0,manual,"44.90,49.05",0,K5,0,manual,"40.90,30.65",0,K2,0,manual,"33.60,42.60",0,K1,0,manual,"31.70,49.70",0,K4,0,manual,"36.30,30.55",0,K7,0,manual,"43.00,42.75",0,120,Cone_64.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,Cone_63.jpg,80,80
K8,0,manual,"45.50,47.95",0,K3,0,manual,"38.60,39.40",0,K5,0,manual,"42.60,34.65",0,K1,0,manual,"36.70,47.60",0,K7,0,manual,"45.20,43.95",0,K4,0,manual,"39.30,35.25",0,K2,0,manual,"37.60,43.90",0,K6,0,manual,"44.40,39.05",0,118,Cone_62.jpg,80,80
K1,0,manual,"35.80,48.00",0,K7,0,manual,"43.40,44.45",0,K4,0,manual,"38.50,36.55",0,K2,0,manual,"36.50,44.30",0,K6,0,manual,"42.80,40.35",0,K3,0,manual,"37.70,40.80",0,K5,0,manual,"42.10,36.65",0,K8,0,manual,"44.20,48.75",0,117,Cone_61.jpg,80,80
K6,0,manual,"45.00,36.45",0,K8,0,manual,"48.90,51.75",0,K3,0,manual,"35.50,37.20",0,K5,0,manual,"43.30,28.95",0,K7,0,manual,"46.60,44.15",0,K1,0,manual,"32.40,51.70",0,K4,0,manual,"37.10,29.15",0,K2,0,manual,"34.30,44.00",0,116,Cone_60.jpg,80,80
K8,0,manual,"50.80,55.25",0,K3,0,manual,"30.00,33.70",0,K5,0,manual,"38.80,21.55",0,K1,0,manual,"27.40,56.10",0,K2,0,manual,"28.50,45.00",0,K7,0,manual,"45.60,43.65",0,K4,0,manual,"31.00,22.25",0,K6,0,manual,"42.80,32.45",0,115,Cone_6.jpg,80,80
K1,0,manual,"17.20,61.50",0,K7,0,manual,"48.90,38.85",0,K2,0,manual,"17.80,43.60",0,K4,0,manual,"19.80,3.15",0,K6,0,manual,"40.30,20.15",0,K8,0,manual,"59.60,58.55",0,K3,0,manual,"18.20,24.20",0,K5,0,manual,"32.10,2.05",0,114,Cone_59.jpg,80,80
K6,0,manual,"42.30,33.45",0,K8,0,manual,"47.70,49.45",0,K5,0,manual,"40.70,26.25",0,K3,0,manual,"33.90,34.00",0,K2,0,manual,"32.60,42.40",0,K4,0,manual,"34.60,26.85",0,K7,0,manual,"44.60,40.95",0,K1,0,manual,"31.50,49.90",0,113,Cone_58.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Cone_57.jpg,80,80
K3,0,manual,"33.30,34.00",0,K5,0,manual,"38.90,24.35",0,K8,0,manual,"49.00,49.95",0,K7,0,manual,"45.30,41.85",0,K4,0,manual,"34.70,24.95",0,K2,0,manual,"32.60,42.90",0,K1,0,manual,"31.70,51.20",0,K6,0,manual,"41.70,32.80",0,111,Cone_56.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,Cone_55.jpg,80,80
K1,0,manual,"3.70,50.65",0,K3,0,manual,"4.60,35.35",0,K2,0,manual,"4.20,42.65",0,K7,0,manual,"15.60,41.85",0,K4,0,manual,"4.90,27.75",0,K6,0,manual,"12.00,34.05",0,K5,0,manual,"10.10,27.15",0,K8,0,manual,"16.20,49.20",0,109,Cone_54.jpg,49,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,Cone_53.jpg,80,80
K8,0,manual,"48.20,54.35",0,K3,0,manual,"36.20,36.60",0,K5,0,manual,"44.60,27.55",0,K2,0,manual,"33.60,45.40",0,K6,0,manual,"45.80,36.25",0,K1,0,manual,"30.70,54.10",0,K7,0,manual,"47.50,45.45",0,K4,0,manual,"38.10,27.55",0,107,Cone_52.jpg,80,80
K1,0,manual,"36.00,46.20",0,K3,0,manual,"38.50,36.20",0,K2,0,manual,"37.50,40.90",0,K7,0,manual,"44.60,41.05",0,K6,0,manual,"43.90,35.65",0,K4,0,manual,"39.50,31.95",0,K5,0,manual,"43.30,31.85",0,K8,0,manual,"45.00,46.05",0,106,Cone_51.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,Cone_50.jpg,80,80
K3,0,manual,"34.00,32.40",0,K8,0,manual,"52.40,53.85",0,K5,0,manual,"43.40,20.95",0,K7,0,manual,"49.80,42.65",0,K6,0,manual,"46.30,31.65",0,K4,0,manual,"36.10,20.55",0,K1,0,manual,"29.00,53.40",0,K2,0,manual,"31.20,42.70",0,104,Cone_5.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Cone_49.jpg,80,80
K8,0,manual,"42.80,46.85",0,K5,0,manual,"42.20,35.25",0,K2,0,manual,"37.20,42.60",0,K3,0,manual,"38.60,39.40",0,K6,0,manual,"42.40,39.15",0,K4,0,manual,"40.10,35.35",0,K7,0,manual,"42.70,42.95",0,K1,0,manual,"36.00,45.70",0,101,Cone_47.jpg,80,80
K4,0,manual,"40.80,31.95",0,K5,0,manual,"43.20,32.00",0,K1,0,manual,"35.40,46.40",0,K7,0,manual,"43.10,45.25",0,K6,0,manual,"43.00,35.75",0,K2,0,manual,"36.40,45.00",0,K8,0,manual,"43.30,47.95",0,K3,0,manual,"39.60,35.70",0,100,Cone_46.jpg,80,80
K2,0,manual,"1.70,52.05",0,K1,0,manual,"1.50,54.65",0,K4,0,manual,"4.80,25.35",0,K6,0,manual,"11.20,31.95",0,K7,0,manual,"15.60,51.05",0,K3,0,manual,"3.70,32.35",0,K8,0,manual,"16.20,54.25",0,K5,0,manual,"10.40,25.20",0,99,Cone_45.jpg,49,80
K8,0,manual,"48.40,50.45",0,K4,0,manual,"41.20,23.50",0,K3,0,manual,"38.10,32.10",0,K5,0,manual,"46.60,23.75",0,K7,0,manual,"48.00,41.55",0,K6,0,manual,"47.10,32.75",0,K1,0,manual,"31.20,48.30",0,K2,0,manual,"34.70,39.60",0,98,Cone_44.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,Cone_43.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,Cone_42.jpg,80,80
K3,0,manual,"35.40,32.40",0,K2,0,manual,"33.20,43.20",0,K6,0,manual,"46.60,32.15",0,K5,0,manual,"45.20,20.85",0,K7,0,manual,"50.10,42.95",0,K8,0,manual,"53.30,54.10",0,K1,0,manual,"30.60,53.80",0,K4,0,manual,"38.40,21.15",0,95,Cone_41.jpg,80,80
K7,0,manual,"49.40,51.75",0,K6,0,manual,"46.40,27.85",0,K8,0,manual,"49.70,54.15",0,K5,0,manual,"45.30,21.80",0,K4,0,manual,"39.40,21.95",0,K3,0,manual,"38.10,27.70",0,K2,0,manual,"33.00,51.60",0,K1,0,manual,"32.00,53.50",0,94,Cone_40.jpg,80,80
K2,0,manual,"35.10,42.40",0,K4,0,manual,"36.90,31.95",0,K3,0,manual,"35.90,38.00",0,K1,0,manual,"34.30,48.30",0,K8,0,manual,"45.20,48.35",0,K7,0,manual,"44.30,42.45",0,K5,0,manual,"41.70,31.65",0,K6,0,manual,"42.90,37.55",0,93,Cone_4.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Cone_39.jpg,80,80
K7,0,manual,"43.40,43.75",0,K8,0,manual,"44.50,48.15",0,K2,0,manual,"37.50,43.70",0,K1,0,manual,"36.30,48.00",0,K3,0,manual,"38.70,40.20",0,K6,0,manual,"42.60,40.00",0,K5,0,manual,"42.10,36.20",0,K4,0,manual,"39.50,36.10",0,91,Cone_38.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Cone_37.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,Cone_36.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,Cone_35.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,Cone_34.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,Cone_33.jpg,80,80
K3,0,manual,"36.20,37.40",0,K4,0,manual,"38.00,32.20",0,K8,0,manual,"44.90,48.85",0,K1,0,manual,"33.60,48.70",0,K2,0,manual,"35.00,42.60",0,K6,0,manual,"43.40,37.55",0,K7,0,manual,"43.80,42.65",0,K5,0,manual,"42.20,31.95",0,85,Cone_32.jpg,80,80
K4,0,manual,"39.40,32.65",0,K7,0,manual,"43.70,42.65",0,K6,0,manual,"43.50,38.05",0,K5,0,manual,"43.30,32.95",0,K8,0,manual,"43.80,48.75",0,K1,0,manual,"34.50,48.00",0,K2,0,manual,"36.60,42.50",0,K3,0,manual,"38.00,37.80",0,84,Cone_31.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,Cone_30.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,Cone_3.jpg,80,80
K6,0,manual,"46.80,30.35",0,K2,0,manual,"31.60,43.10",0,K5,0,manual,"43.70,18.85",0,K8,0,manual,"51.90,55.15",0,K1,0,manual,"28.20,55.50",0,K7,0,manual,"49.70,42.55",0,K3,0,manual,"33.80,30.70",0,K4,0,manual,"35.70,19.05",0,81,Cone_29.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,Cone_28.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,Cone_27.jpg,80,80
K3,0,manual,"33.30,35.90",0,K4,0,manual,"34.40,26.75",0,K5,0,manual,"40.00,26.25",0,K2,0,manual,"32.00,44.30",0,K8,0,manual,"48.50,52.25",0,K7,0,manual,"45.20,43.65",0,K1,0,manual,"30.50,53.40",0,K6,0,manual,"42.70,35.35",0,78,Cone_26.jpg,80,80
K4,0,manual,"41.10,9.25",0,K7,0,manual,"53.10,65.55",0,K1,0,manual,"19.60,68.70",0,K6,0,manual,"50.70,22.95",0,K5,0,manual,"50.90,9.05",0,K8,0,manual,"53.40,72.85",0,K2,0,manual,"22.20,63.00",0,K3,0,manual,"37.00,22.20",0,77,Cone_25.jpg,80,80
K8,0,manual,"44.70,53.45",0,K5,0,manual,"40.40,32.20",0,K1,0,manual,"32.00,53.50",0,K7,0,manual,"42.50,41.95",0,K6,0,manual,"41.00,37.35",0,K3,0,manual,"35.90,37.70",0,K4,0,manual,"36.40,32.35",0,K2,0,manual,"35.00,42.60",0,76,Cone_24.jpg,80,80
K2,0,manual,"32.50,53.00",0,K3,0,manual,"35.90,32.40",0,K1,0,manual,"32.00,54.90",0,K4,0,manual,"36.30,25.65",0,K6,0,manual,"42.50,32.05",0,K7,0,manual,"47.20,52.55",0,K5,0,manual,"41.30,25.45",0,K8,0,manual,"47.80,54.75",0,75,Cone_23.jpg,80,80
K4,0,manual,"39.70,31.85",0,K5,0,manual,"44.10,31.85",0,K1,0,manual,"31.60,49.90",0,K2,0,manual,"34.90,43.20",0,K8,0,manual,"45.70,52.25",0,K7,0,manual,"44.80,44.75",0,K6,0,manual,"44.40,39.00",0,K3,0,manual,"36.70,37.80",0,74,Cone_22.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,Cone_21.jpg,80,80
K5,0,manual,"42.20,35.00",0,K2,0,manual,"34.10,45.70",0,K6,0,manual,"43.00,40.65",0,K7,0,manual,"43.70,45.75",0,K8,0,manual,"44.70,51.55",0,K1,0,manual,"31.80,51.80",0,K3,0,manual,"35.90,40.20",0,K4,0,manual,"37.30,35.05",0,72,Cone_20.jpg,80,80
K3,0,manual,"27.50,28.00",0,K4,0,manual,"30.20,10.65",0,K7,0,manual,"51.60,43.25",0,K2,0,manual,"25.00,44.90",0,K8,0,manual,"58.40,59.45",0,K5,0,manual,"41.00,10.15",0,K6,0,manual,"47.10,27.65",0,K1,0,manual,"20.90,62.90",0,71,Cone_2.jpg,80,80
K4,0,manual,"39.90,28.25",0,K8,0,manual,"49.10,52.85",0,K6,0,manual,"46.60,36.85",0,K1,0,manual,"30.50,51.80",0,K5,0,manual,"45.70,27.95",0,K7,0,manual,"48.10,44.75",0,K2,0,manual,"34.30,43.50",0,K3,0,manual,"36.50,35.90",0,70,Cone_19.jpg,80,80
K1,0,manual,"35.30,47.70",0,K2,0,manual,"36.70,43.50",0,K6,0,manual,"43.60,39.25",0,K8,0,manual,"44.50,47.55",0,K5,0,manual,"42.80,33.85",0,K7,0,manual,"43.90,43.55",0,K3,0,manual,"38.20,39.00",0,K4,0,manual,"39.20,34.05",0,69,Cone_18.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,Cone_17.jpg,80,80
K3,0,manual,"39.80,31.50",0,K4,0,manual,"46.00,18.15",0,K1,0,manual,"28.40,54.60",0,K5,0,manual,"53.60,18.65",0,K6,0,manual,"53.90,32.75",0,K7,0,manual,"54.20,45.75",0,K2,0,manual,"34.20,43.60",0,K8,0,manual,"55.70,59.65",0,67,Cone_16.jpg,80,80
K4,0,manual,"35.30,25.35",0,K1,0,manual,"30.00,52.50",0,K5,0,manual,"42.40,24.95",0,K6,0,manual,"44.40,34.15",0,K7,0,manual,"46.90,43.05",0,K8,0,manual,"49.20,52.15",0,K2,0,manual,"32.50,43.30",0,K3,0,manual,"33.90,34.50",0,66,Cone_158.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,Cone_157.jpg,80,80
K2,0,manual,"28.40,56.20",0,K6,0,manual,"40.50,47.35",0,K1,0,manual,"25.60,65.40",0,K8,0,manual,"44.60,65.65",0,K7,0,manual,"42.50,56.35",0,K3,0,manual,"30.00,47.20",0,K5,0,manual,"38.70,38.40",0,K4,0,manual,"31.30,38.45",0,64,Cone_156.jpg,80,80
K3,0,manual,"37.10,35.70",0,K4,0,manual,"38.90,26.65",0,K7,0,manual,"47.30,44.25",0,K8,0,manual,"49.50,52.85",0,K2,0,manual,"34.40,44.60",0,K5,0,manual,"45.60,27.05",0,K6,0,manual,"46.60,36.05",0,K1,0,manual,"30.00,52.90",0,63,Cone_155.jpg,80,80
K4,0,manual,"33.80,16.45",0,K5,0,manual,"40.40,16.15",0,K6,0,manual,"43.20,27.70",0,K7,0,manual,"50.90,60.85",0,K8,0,manual,"51.10,64.85",0,K1,0,manual,"25.10,65.40",0,K3,0,manual,"32.50,28.10",0,K2,0,manual,"26.20,61.40",0,62,Cone_154.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,Cone_153.jpg,80,80
K6,0,manual,"44.50,27.55",0,K5,0,manual,"43.10,18.95",0,K1,0,manual,"29.20,55.10",0,K7,0,manual,"48.80,52.95",0,K8,0,manual,"49.50,56.15",0,K2,0,manual,"30.00,52.70",0,K3,0,manual,"36.20,27.40",0,K4,0,manual,"38.00,19.05",0,60,Cone_152.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,Cone_151.jpg,80,80
K3,0,manual,"37.10,32.60",0,K4,0,manual,"41.30,23.55",0,K1,0,manual,"29.90,50.60",0,K7,0,manual,"48.50,42.55",0,K6,0,manual,"48.10,34.35",0,K5,0,manual,"47.50,24.05",0,K8,0,manual,"48.70,52.65",0,K2,0,manual,"33.50,41.00",0,58,Cone_150.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,Cone_15.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,Cone_149.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,Cone_148.jpg,80,80
K4,0,manual,"33.40,14.25",0,K1,0,manual,"23.80,59.30",0,K7,0,manual,"50.10,44.25",0,K6,0,manual,"46.40,30.65",0,K5,0,manual,"43.00,14.85",0,K8,0,manual,"55.40,58.15",0,K2,0,manual,"27.40,44.80",0,K3,0,manual,"30.60,31.00",0,54,Cone_147.jpg,80,80
K7,0,manual,"44.70,43.55",0,K1,0,manual,"31.50,49.90",0,K8,0,manual,"45.60,51.25",0,K2,0,manual,"33.70,43.30",0,K6,0,manual,"43.80,37.05",0,K5,0,manual,"43.30,29.80",0,K3,0,manual,"35.70,36.60",0,K4,0,manual,"37.50,30.00",0,53,Cone_146.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,Cone_145.jpg,80,80
