points/0/_label,points/0/_occluded,points/0/_source,points/0/_points,points/0/_z_order,points/1/_label,points/1/_occluded,points/1/_source,points/1/_points,points/1/_z_order,points/2/_label,points/2/_occluded,points/2/_source,points/2/_points,points/2/_z_order,points/3/_label,points/3/_occluded,points/3/_source,points/3/_points,points/3/_z_order,points/4/_label,points/4/_occluded,points/4/_source,points/4/_points,points/4/_z_order,points/5/_label,points/5/_occluded,points/5/_source,points/5/_points,points/5/_z_order,points/6/_label,points/6/_occluded,points/6/_source,points/6/_points,points/6/_z_order,points/7/_label,points/7/_occluded,points/7/_source,points/7/_points,points/7/_z_order,_id,_name,_width,_height
K1,0,manual,"25.10,63.95",0,K5,0,manual,"45.20,12.45",0,K8,0,manual,"49.50,55.85",0,K2,0,manual,"29.70,47.45",0,K7,0,manual,"46.90,42.55",0,K3,0,manual,"33.60,29.95",0,K6,0,manual,"45.00,28.15",0,K4,0,manual,"36.30,14.45",0,195,Cone_9.jpg,80,80
K3,0,manual,"31.10,16.75",0,K8,0,manual,"58.80,76.75",0,K7,0,manual,"56.90,69.45",0,K2,0,manual,"18.40,69.55",0,K6,0,manual,"46.80,16.85",0,K4,0,manual,"34.90,0.35",0,K5,0,manual,"45.70,0.45",0,K1,0,manual,"16.20,76.05",0,194,Cone_89.jpg,80,80
K6,0,manual,"45.90,23.35",0,K4,0,manual,"37.30,13.75",0,K5,0,manual,"45.30,14.15",0,K1,0,manual,"25.50,61.85",0,K3,0,manual,"35.00,22.85",0,K7,0,manual,"49.40,52.45",0,K8,0,manual,"52.20,61.75",0,K2,0,manual,"28.00,52.85",0,193,Cone_88.jpg,80,80
K1,0,manual,"31.80,57.15",0,K5,0,manual,"43.80,27.85",0,K3,0,manual,"38.20,33.75",0,K7,0,manual,"47.60,55.35",0,K8,0,manual,"48.70,57.45",0,K2,0,manual,"32.80,55.65",0,K6,0,manual,"44.60,34.05",0,K4,0,manual,"39.40,28.05",0,192,Cone_87.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,Cone_86.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,Cone_85.jpg,80,80
K2,0,manual,"27.00,44.75",0,K8,0,manual,"60.40,63.85",0,K3,0,manual,"32.10,27.85",0,K7,0,manual,"53.80,44.85",0,K4,0,manual,"36.80,8.45",0,K6,0,manual,"50.60,28.15",0,K5,0,manual,"48.40,8.45",0,K1,0,manual,"20.90,60.85",0,189,Cone_84.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,Cone_83.jpg,80,80
K4,0,manual,"38.80,23.05",0,K6,0,manual,"49.30,34.70",0,K1,0,manual,"29.70,54.65",0,K5,0,manual,"47.10,23.45",0,K2,0,manual,"33.10,44.35",0,K3,0,manual,"35.80,34.55",0,K7,0,manual,"51.10,44.15",0,K8,0,manual,"53.60,56.15",0,187,Cone_82.jpg,80,80
K1,0,manual,"33.50,48.45",0,K6,0,manual,"45.30,35.85",0,K5,0,manual,"44.70,29.05",0,K7,0,manual,"46.20,42.25",0,K2,0,manual,"36.80,41.75",0,K3,0,manual,"38.50,36.05",0,K8,0,manual,"47.50,49.05",0,K4,0,manual,"40.00,29.15",0,186,Cone_81.jpg,80,80
K7,0,manual,"42.70,43.65",0,K8,0,manual,"43.40,46.85",0,K2,0,manual,"37.10,43.35",0,K3,0,manual,"38.30,38.65",0,K4,0,manual,"39.10,35.25",0,K1,0,manual,"36.40,46.05",0,K5,0,manual,"42.30,35.25",0,K6,0,manual,"42.90,38.65",0,185,Cone_80.jpg,80,80
K1,0,manual,"20.40,65.65",0,K6,0,manual,"55.80,22.45",0,K3,0,manual,"28.90,22.45",0,K7,0,manual,"61.40,43.85",0,K2,0,manual,"24.90,43.95",0,K8,0,manual,"67.90,66.55",0,,,,,,,,,,,184,Cone_8.jpg,80,80
K6,0,manual,"51.60,32.55",0,K1,0,manual,"29.50,55.35",0,K5,0,manual,"51.20,19.25",0,K2,0,manual,"34.20,44.45",0,K7,0,manual,"53.10,44.95",0,K3,0,manual,"38.30,32.35",0,K8,0,manual,"56.50,58.05",0,K4,0,manual,"42.10,18.75",0,183,Cone_79.jpg,80,80
K3,0,manual,"37.40,29.85",0,K7,0,manual,"47.30,52.65",0,K2,0,manual,"30.80,53.15",0,K8,0,manual,"47.30,56.75",0,K4,0,manual,"39.70,22.35",0,K5,0,manual,"44.70,22.55",0,K1,0,manual,"30.30,55.65",0,K6,0,manual,"45.30,30.25",0,182,Cone_78.jpg,80,80
K4,0,manual,"40.30,27.35",0,K1,0,manual,"33.00,51.25",0,K5,0,manual,"46.60,27.05",0,K6,0,manual,"48.30,35.75",0,K8,0,manual,"51.60,52.65",0,K3,0,manual,"38.60,35.95",0,K2,0,manual,"36.40,43.35",0,K7,0,manual,"49.80,43.55",0,181,Cone_77.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,Cone_76.jpg,80,80
K1,0,manual,"30.50,53.55",0,K5,0,manual,"45.10,25.25",0,K6,0,manual,"47.40,33.85",0,K8,0,manual,"52.80,54.55",0,K3,0,manual,"36.00,34.05",0,K2,0,manual,"34.00,43.45",0,K7,0,manual,"49.40,43.75",0,K4,0,manual,"39.00,24.95",0,179,Cone_75.jpg,80,80
K8,0,manual,"43.60,48.75",0,K2,0,manual,"38.40,45.05",0,K3,0,manual,"39.70,41.20",0,K7,0,manual,"43.10,44.85",0,K4,0,manual,"40.30,38.35",0,K6,0,manual,"42.90,41.35",0,K5,0,manual,"42.70,38.25",0,K1,0,manual,"37.70,48.95",0,178,Cone_74.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,Cone_73.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,Cone_72.jpg,80,80
K4,0,manual,"40.20,24.65",0,K6,0,manual,"48.80,33.75",0,K5,0,manual,"46.60,24.05",0,K1,0,manual,"32.40,53.75",0,K7,0,manual,"50.10,43.85",0,K3,0,manual,"37.50,33.95",0,K8,0,manual,"52.20,54.05",0,K2,0,manual,"35.40,43.85",0,175,Cone_71.jpg,80,80
K5,0,manual,"30.10,15.25",0,K1,0,manual,"11.30,60.45",0,K6,0,manual,"33.10,29.95",0,K3,0,manual,"16.00,29.95",0,K8,0,manual,"42.40,59.35",0,K7,0,manual,"37.80,44.15",0,K2,0,manual,"14.00,44.35",0,K4,0,manual,"18.70,14.95",0,174,Cone_70.jpg,63,80
K7,0,manual,"51.30,44.65",0,K8,0,manual,"54.00,56.95",0,K2,0,manual,"35.20,44.65",0,K3,0,manual,"38.50,34.75",0,K4,0,manual,"40.70,23.75",0,K1,0,manual,"31.60,55.95",0,K5,0,manual,"48.30,23.75",0,K6,0,manual,"50.20,34.75",0,173,Cone_7.jpg,80,80
K4,0,manual,"36.20,10.45",0,K5,0,manual,"48.70,10.05",0,K6,0,manual,"51.50,28.25",0,K1,0,manual,"22.80,62.05",0,K8,0,manual,"61.80,62.15",0,K7,0,manual,"55.20,45.35",0,K3,0,manual,"33.20,28.25",0,K2,0,manual,"28.40,44.45",0,172,Cone_69.jpg,80,80
K2,0,manual,"35.30,43.15",0,K7,0,manual,"47.20,42.85",0,K8,0,manual,"49.50,51.05",0,K3,0,manual,"36.70,35.75",0,K5,0,manual,"43.30,27.75",0,K6,0,manual,"45.00,35.85",0,K4,0,manual,"37.20,28.35",0,K1,0,manual,"33.30,51.45",0,171,Cone_68.jpg,80,80
K5,0,manual,"41.80,36.55",0,K6,0,manual,"42.10,39.35",0,K1,0,manual,"36.60,46.35",0,K4,0,manual,"39.20,36.75",0,K2,0,manual,"37.30,43.05",0,K8,0,manual,"42.60,46.35",0,K3,0,manual,"38.50,39.65",0,K7,0,manual,"42.30,43.45",0,170,Cone_67.jpg,80,80
K3,0,manual,"38.50,38.15",0,K7,0,manual,"43.90,42.95",0,K2,0,manual,"37.10,42.55",0,K8,0,manual,"44.40,47.45",0,K1,0,manual,"35.40,47.85",0,K4,0,manual,"39.70,33.15",0,K6,0,manual,"43.20,38.55",0,K5,0,manual,"42.50,33.05",0,169,Cone_66.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,Cone_65.jpg,80,80
K6,0,manual,"42.60,38.15",0,K1,0,manual,"35.30,47.00",0,K5,0,manual,"41.70,33.65",0,K4,0,manual,"38.10,33.55",0,K7,0,manual,"43.80,42.95",0,K3,0,manual,"37.20,38.00",0,K8,0,manual,"45.00,47.95",0,K2,0,manual,"36.40,42.85",0,167,Cone_64.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,Cone_63.jpg,80,80
K8,0,manual,"55.90,59.45",0,K2,0,manual,"28.30,44.85",0,K3,0,manual,"30.70,31.40",0,K7,0,manual,"49.50,44.55",0,K4,0,manual,"33.60,14.95",0,K5,0,manual,"43.70,15.25",0,K1,0,manual,"24.80,60.15",0,K6,0,manual,"46.70,31.15",0,165,Cone_62.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,Cone_61.jpg,80,80
K4,0,manual,"38.80,21.15",0,K6,0,manual,"48.50,31.45",0,K5,0,manual,"45.70,21.15",0,K1,0,manual,"29.80,54.25",0,K2,0,manual,"32.90,42.65",0,K7,0,manual,"51.30,43.15",0,K8,0,manual,"53.80,55.45",0,K3,0,manual,"35.40,31.55",0,163,Cone_60.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,Cone_6.jpg,80,80
K8,0,manual,"45.80,48.05",0,K3,0,manual,"36.80,36.75",0,K2,0,manual,"35.70,41.95",0,K7,0,manual,"44.60,41.95",0,K5,0,manual,"42.80,30.85",0,K6,0,manual,"43.60,37.05",0,K1,0,manual,"33.50,47.85",0,K4,0,manual,"38.00,30.75",0,161,Cone_59.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,Cone_58.jpg,80,80
K1,0,manual,"30.90,52.45",0,K4,0,manual,"36.90,29.30",0,K5,0,manual,"42.70,29.15",0,K6,0,manual,"44.30,37.35",0,K3,0,manual,"34.80,37.20",0,K2,0,manual,"33.60,43.85",0,K7,0,manual,"45.80,44.15",0,K8,0,manual,"47.40,53.25",0,159,Cone_57.jpg,80,80
K8,0,manual,"65.10,65.45",0,K3,0,manual,"24.60,21.55",0,K2,0,manual,"20.70,44.15",0,K7,0,manual,"56.90,42.75",0,K1,0,manual,"16.50,65.25",0,K6,0,manual,"50.10,20.55",0,,,,,,,,,,,158,Cone_56.jpg,80,80
K6,0,manual,"42.20,40.95",0,K4,0,manual,"39.80,38.25",0,K1,0,manual,"37.70,47.45",0,K5,0,manual,"41.80,37.75",0,K8,0,manual,"43.30,47.45",0,K2,0,manual,"38.40,44.05",0,K7,0,manual,"43.00,44.35",0,K3,0,manual,"39.00,40.95",0,157,Cone_55.jpg,80,80
K2,0,manual,"36.70,42.55",0,K7,0,manual,"43.70,43.15",0,K3,0,manual,"37.90,38.45",0,K8,0,manual,"44.00,47.05",0,K5,0,manual,"41.90,35.15",0,K1,0,manual,"36.00,46.95",0,K6,0,manual,"42.70,38.25",0,K4,0,manual,"39.00,35.35",0,156,Cone_54.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,Cone_53.jpg,80,80
K5,0,manual,"43.20,30.45",0,K1,0,manual,"33.20,48.15",0,K6,0,manual,"43.80,36.05",0,K4,0,manual,"37.80,30.65",0,K3,0,manual,"36.60,35.95",0,K7,0,manual,"44.80,42.75",0,K8,0,manual,"45.20,48.75",0,K2,0,manual,"34.90,41.75",0,154,Cone_52.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,Cone_51.jpg,46,80
K2,0,manual,"28.20,43.85",0,K3,0,manual,"30.50,30.75",0,K7,0,manual,"50.00,44.05",0,K8,0,manual,"54.00,56.35",0,K5,0,manual,"42.60,16.35",0,K1,0,manual,"25.40,58.15",0,K4,0,manual,"33.60,16.45",0,K6,0,manual,"46.30,29.85",0,152,Cone_50.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,Cone_5.jpg,80,80
K1,0,manual,"31.20,52.55",0,K6,0,manual,"46.90,31.55",0,K4,0,manual,"38.10,21.45",0,K5,0,manual,"45.00,21.45",0,K7,0,manual,"49.40,41.55",0,K8,0,manual,"52.10,52.15",0,K3,0,manual,"35.60,32.05",0,K2,0,manual,"34.10,41.55",0,150,Cone_49.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,Cone_48.jpg,80,80
K3,0,manual,"36.70,35.15",0,K7,0,manual,"46.70,42.75",0,K2,0,manual,"35.10,42.15",0,K5,0,manual,"44.50,27.45",0,K8,0,manual,"47.60,50.75",0,K1,0,manual,"33.20,50.70",0,K4,0,manual,"39.10,27.25",0,K6,0,manual,"45.00,34.95",0,148,Cone_47.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,Cone_46.jpg,80,80
K6,0,manual,"42.50,38.25",0,K4,0,manual,"39.40,34.45",0,K1,0,manual,"36.00,47.05",0,K3,0,manual,"38.30,38.45",0,K7,0,manual,"42.90,42.85",0,K8,0,manual,"43.40,47.05",0,K5,0,manual,"42.40,34.45",0,K2,0,manual,"36.90,42.65",0,146,Cone_45.jpg,80,80
K8,0,manual,"57.70,60.15",0,K7,0,manual,"53.70,43.55",0,K3,0,manual,"31.40,28.95",0,K2,0,manual,"28.20,43.35",0,K5,0,manual,"46.50,12.55",0,K6,0,manual,"49.60,28.15",0,K1,0,manual,"23.40,61.15",0,K4,0,manual,"36.00,11.95",0,145,Cone_44.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,Cone_43.jpg,80,80
K1,0,manual,"39.20,49.85",0,K4,0,manual,"41.60,41.85",0,K3,0,manual,"41.10,44.05",0,K6,0,manual,"44.00,43.95",0,K8,0,manual,"44.50,50.25",0,K2,0,manual,"40.20,47.55",0,K5,0,manual,"43.80,41.55",0,K7,0,manual,"44.10,47.45",0,143,Cone_42.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,Cone_41.jpg,80,80
K5,0,manual,"46.90,21.25",0,K6,0,manual,"48.60,31.75",0,K7,0,manual,"50.90,43.15",0,K8,0,manual,"52.70,54.45",0,K3,0,manual,"36.30,32.15",0,K2,0,manual,"33.30,43.05",0,K4,0,manual,"39.40,21.95",0,K1,0,manual,"29.30,53.95",0,141,Cone_40.jpg,80,80
K1,0,manual,"30.00,51.75",0,K4,0,manual,"40.70,19.45",0,K3,0,manual,"37.20,30.55",0,K6,0,manual,"49.40,31.05",0,K7,0,manual,"51.30,42.05",0,K8,0,manual,"51.70,53.25",0,K2,0,manual,"32.90,41.05",0,K5,0,manual,"48.00,19.85",0,140,Cone_4.jpg,80,80
K8,0,manual,"43.90,46.85",0,K5,0,manual,"43.20,34.35",0,K6,0,manual,"43.30,37.65",0,K7,0,manual,"43.60,42.55",0,K3,0,manual,"39.00,37.65",0,K2,0,manual,"38.00,42.25",0,K4,0,manual,"40.30,34.35",0,K1,0,manual,"36.50,46.50",0,139,Cone_39.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,Cone_38.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,Cone_37.jpg,80,80
K1,0,manual,"36.90,45.25",0,K8,0,manual,"44.20,46.45",0,K3,0,manual,"39.00,37.35",0,K5,0,manual,"42.90,34.25",0,K6,0,manual,"42.90,37.45",0,K4,0,manual,"40.30,34.35",0,K7,0,manual,"44.10,41.85",0,K2,0,manual,"37.90,41.85",0,136,Cone_36.jpg,80,80
K6,0,manual,"50.80,31.95",0,K2,0,manual,"30.90,44.95",0,K7,0,manual,"53.00,45.85",0,K3,0,manual,"34.90,31.45",0,K8,0,manual,"55.60,61.35",0,K4,0,manual,"39.40,19.05",0,K5,0,manual,"49.50,18.95",0,K1,0,manual,"27.50,56.65",0,135,Cone_35.jpg,80,80
K1,0,manual,"30.70,53.85",0,K6,0,manual,"50.90,31.65",0,K4,0,manual,"41.90,19.25",0,K7,0,manual,"52.80,43.35",0,K2,0,manual,"34.30,42.95",0,K5,0,manual,"49.90,19.55",0,K3,0,manual,"37.70,31.45",0,K8,0,manual,"54.30,55.75",0,134,Cone_34.jpg,80,80
K3,0,manual,"38.40,36.05",0,K5,0,manual,"44.30,30.95",0,K2,0,manual,"37.70,41.35",0,K7,0,manual,"45.30,42.25",0,K6,0,manual,"44.40,35.95",0,K8,0,manual,"45.60,47.05",0,K4,0,manual,"40.00,31.35",0,K1,0,manual,"35.80,46.75",0,133,Cone_33.jpg,80,80
K1,0,manual,"32.80,47.85",0,K6,0,manual,"43.00,33.75",0,K3,0,manual,"36.60,33.75",0,K4,0,manual,"38.20,28.45",0,K5,0,manual,"42.80,28.35",0,K8,0,manual,"45.60,47.95",0,K7,0,manual,"45.00,41.75",0,K2,0,manual,"34.30,41.45",0,132,Cone_32.jpg,80,80
K5,0,manual,"42.30,36.15",0,K7,0,manual,"42.40,42.85",0,K8,0,manual,"42.80,45.55",0,K4,0,manual,"39.70,36.05",0,K3,0,manual,"38.40,38.90",0,K2,0,manual,"37.80,42.45",0,K6,0,manual,"42.10,38.85",0,K1,0,manual,"37.00,45.65",0,131,Cone_31.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,Cone_30.jpg,80,80
K7,0,manual,"53.00,42.65",0,K1,0,manual,"30.30,54.05",0,K6,0,manual,"51.80,30.95",0,K4,0,manual,"41.40,18.15",0,K3,0,manual,"37.20,31.25",0,K5,0,manual,"49.60,18.65",0,K2,0,manual,"34.20,41.85",0,K8,0,manual,"55.50,55.15",0,129,Cone_3.jpg,80,80
K1,0,manual,"29.80,52.05",0,K6,0,manual,"46.60,32.55",0,K5,0,manual,"45.50,22.75",0,K8,0,manual,"49.80,53.15",0,K2,0,manual,"32.50,42.45",0,K4,0,manual,"37.80,22.55",0,K3,0,manual,"34.70,31.95",0,K7,0,manual,"48.10,42.70",0,128,Cone_29.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,Cone_28.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,Cone_27.jpg,80,80
K4,0,manual,"38.40,36.85",0,K3,0,manual,"37.30,39.85",0,K8,0,manual,"42.30,48.20",0,K6,0,manual,"41.60,39.80",0,K2,0,manual,"36.50,44.25",0,K5,0,manual,"40.90,36.80",0,K7,0,manual,"42.30,44.35",0,K1,0,manual,"35.60,47.65",0,125,Cone_26.jpg,80,80
K7,0,manual,"45.10,42.35",0,K1,0,manual,"35.40,47.25",0,K8,0,manual,"45.30,47.85",0,K4,0,manual,"39.30,31.35",0,K6,0,manual,"44.20,36.15",0,K5,0,manual,"43.80,31.35",0,K3,0,manual,"37.50,36.65",0,K2,0,manual,"36.60,42.25",0,124,Cone_25.jpg,80,80
K4,0,manual,"38.70,31.85",0,K8,0,manual,"45.60,49.35",0,K6,0,manual,"43.50,37.35",0,K3,0,manual,"36.90,37.35",0,K2,0,manual,"35.70,42.85",0,K5,0,manual,"43.40,31.75",0,K1,0,manual,"33.90,48.75",0,K7,0,manual,"45.10,42.65",0,123,Cone_24.jpg,80,80
K7,0,manual,"45.90,45.85",0,K5,0,manual,"45.00,34.95",0,K4,0,manual,"41.30,35.20",0,K1,0,manual,"36.00,51.95",0,K2,0,manual,"38.10,46.15",0,K3,0,manual,"39.60,40.85",0,K6,0,manual,"45.20,40.65",0,K8,0,manual,"46.90,51.95",0,122,Cone_23.jpg,80,80
K8,0,manual,"48.10,51.65",0,K6,0,manual,"43.20,34.95",0,K4,0,manual,"37.00,26.45",0,K2,0,manual,"33.50,42.55",0,K3,0,manual,"34.70,34.85",0,K5,0,manual,"41.80,26.45",0,K7,0,manual,"46.10,42.65",0,K1,0,manual,"30.80,52.35",0,121,Cone_22.jpg,80,80
K1,0,manual,"20.20,70.15",0,K5,0,manual,"41.00,6.20",0,K7,0,manual,"54.10,63.25",0,K3,0,manual,"24.80,49.70",0,K6,0,manual,"49.80,48.95",0,K2,0,manual,"22.20,63.65",0,K8,0,manual,"54.80,67.85",0,K4,0,manual,"32.60,6.65",0,120,Cone_21.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,Cone_205.jpg,80,80
K3,0,manual,"36.10,37.85",0,K2,0,manual,"35.30,43.55",0,K4,0,manual,"38.10,31.55",0,K8,0,manual,"46.10,50.65",0,K5,0,manual,"42.30,31.65",0,K1,0,manual,"32.60,50.15",0,K7,0,manual,"44.80,43.85",0,K6,0,manual,"43.00,37.75",0,118,Cone_204.jpg,80,80
K7,0,manual,"48.50,43.65",0,K1,0,manual,"33.00,52.35",0,K6,0,manual,"47.00,35.45",0,K5,0,manual,"45.40,26.75",0,K4,0,manual,"38.60,26.75",0,K8,0,manual,"50.60,53.35",0,K3,0,manual,"36.30,35.45",0,K2,0,manual,"35.10,43.15",0,117,Cone_203.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Cone_202.jpg,47,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,Cone_201.jpg,80,80
K3,0,manual,"34.50,33.95",0,K4,0,manual,"37.80,23.25",0,K8,0,manual,"54.80,56.30",0,K2,0,manual,"33.50,44.05",0,K5,0,manual,"43.50,23.15",0,K7,0,manual,"51.10,44.65",0,K6,0,manual,"47.20,33.85",0,K1,0,manual,"30.40,56.15",0,114,Cone_200.jpg,80,80
K5,0,manual,"48.80,1.25",0,K1,0,manual,"16.10,76.35",0,K6,0,manual,"49.90,19.95",0,K7,0,manual,"57.60,71.05",0,K8,0,manual,"59.20,79.55",0,K2,0,manual,"18.60,67.55",0,K4,0,manual,"39.40,1.25",0,K3,0,manual,"33.50,19.25",0,113,Cone_20.jpg,80,80
K3,0,manual,"37.30,36.65",0,K8,0,manual,"47.00,49.55",0,K2,0,manual,"35.90,42.45",0,K4,0,manual,"40.30,30.55",0,K7,0,manual,"46.10,42.75",0,K1,0,manual,"33.30,49.25",0,K6,0,manual,"45.10,37.15",0,K5,0,manual,"44.70,30.85",0,112,Cone_2.jpg,80,80
K7,0,manual,"47.90,45.45",0,K6,0,manual,"46.20,37.25",0,K5,0,manual,"44.60,29.15",0,K1,0,manual,"33.60,53.15",0,K3,0,manual,"37.40,37.65",0,K4,0,manual,"39.80,29.55",0,K2,0,manual,"36.40,45.55",0,K8,0,manual,"49.80,53.65",0,111,Cone_199.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,Cone_198.jpg,80,80
K4,0,manual,"39.40,23.25",0,K2,0,manual,"35.30,44.65",0,K8,0,manual,"56.50,56.15",0,K3,0,manual,"37.10,33.75",0,K6,0,manual,"49.00,33.45",0,K1,0,manual,"32.40,55.55",0,K5,0,manual,"46.10,22.65",0,K7,0,manual,"51.90,44.55",0,109,Cone_197.jpg,80,80
K1,0,manual,"28.50,54.50",0,K6,0,manual,"46.20,31.95",0,K7,0,manual,"48.90,43.15",0,K5,0,manual,"43.30,21.55",0,K2,0,manual,"31.30,43.15",0,K3,0,manual,"33.50,31.85",0,K4,0,manual,"36.70,21.65",0,K8,0,manual,"52.40,54.35",0,108,Cone_196.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,Cone_195.jpg,80,80
