points/0/_label,points/0/_occluded,points/0/_source,points/0/_points,points/0/_z_order,points/1/_label,points/1/_occluded,points/1/_source,points/1/_points,points/1/_z_order,points/2/_label,points/2/_occluded,points/2/_source,points/2/_points,points/2/_z_order,points/3/_label,points/3/_occluded,points/3/_source,points/3/_points,points/3/_z_order,points/4/_label,points/4/_occluded,points/4/_source,points/4/_points,points/4/_z_order,points/5/_label,points/5/_occluded,points/5/_source,points/5/_points,points/5/_z_order,points/6/_label,points/6/_occluded,points/6/_source,points/6/_points,points/6/_z_order,points/7/_label,points/7/_occluded,points/7/_source,points/7/_points,points/7/_z_order,_id,_name,_width,_height
K1,0,manual,"32.10,50.65",0,K4,0,manual,"29.91,18.34",0,K2,0,manual,"32.30,40.75",0,K6,0,manual,"39.87,27.76",0,K8,0,manual,"49.81,46.08",0,K3,0,manual,"31.38,30.25",0,K7,0,manual,"44.61,37.24",0,K5,0,manual,"35.70,16.45",0,422,Cone_86.jpg,80,80
K2,0,manual,"29.90,42.05",0,K7,0,manual,"47.11,42.37",0,K8,0,manual,"48.91,52.85",0,K6,0,manual,"43.16,29.08",0,K5,0,manual,"40.20,16.35",0,K3,0,manual,"32.38,28.75",0,K4,0,manual,"34.53,16.51",0,K1,0,manual,"28.60,53.55",0,421,Cone_85.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,Cone_84.jpg,80,80
K3,0,manual,"29.00,31.50",0,K8,0,manual,"49.39,49.71",0,K5,0,manual,"33.90,16.75",0,K6,0,manual,"38.95,28.95",0,K7,0,manual,"43.55,40.53",0,K4,0,manual,"28.18,18.62",0,K1,0,manual,"28.60,54.55",0,K2,0,manual,"29.10,44.85",0,419,Cone_83.jpg,80,80
K4,0,manual,"21.71,9.12",0,K1,0,manual,"22.40,61.15;22.40,61.15",0,K2,0,manual,"23.10,45.75",0,K8,0,manual,"49.17,54.29",0,K7,0,manual,"42.50,40.26",0,K6,0,manual,"37.63,25.39",0,K5,0,manual,"30.40,7.55",0,K3,0,manual,"22.38,29.00",0,418,Cone_82.jpg,80,80
K2,0,manual,"30.40,42.65",0,K7,0,manual,"49.21,43.68",0,K8,0,manual,"51.25,56.80",0,K3,0,manual,"33.62,27.62",0,K6,0,manual,"46.32,28.42",0,K5,0,manual,"44.70,13.45",0,K4,0,manual,"36.23,13.60",0,K1,0,manual,"27.90,56.15",0,417,Cone_81.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,Cone_80.jpg,80,80
K3,0,manual,"37.88,29.38",0,K5,0,manual,"45.90,19.15",0,K7,0,manual,"48.42,41.97",0,K6,0,manual,"47.76,30.13",0,K8,0,manual,"49.28,52.37",0,K4,0,manual,"40.59,19.00",0,K1,0,manual,"31.70,50.35",0,K2,0,manual,"34.70,41.25",0,415,Cone_8.jpg,80,80
K1,0,manual,"7.30,56.15",0,K4,0,manual,"4.34,24.02",0,K2,0,manual,"6.80,45.75",0,K3,0,manual,"5.50,35.12",0,K8,0,manual,"24.08,50.03",0,K6,0,manual,"14.47,33.68",0,K7,0,manual,"19.08,41.45",0,K5,0,manual,"9.20,22.75",0,414,Cone_79.jpg,55,80
K2,0,manual,"23.00,43.95",0,K5,0,manual,"32.00,1.65",0,K7,0,manual,"46.18,38.42",0,K3,0,manual,"22.75,24.62",0,K6,0,manual,"39.61,21.18",0,K8,0,manual,"54.13,52.75",0,K4,0,manual,"21.58,3.95",0,K1,0,manual,"21.90,60.05",0,413,Cone_78.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,Cone_77.jpg,80,80
K6,0,manual,"51.05,27.89",0,K7,0,manual,"52.11,43.16",0,K8,0,manual,"54.51,60.37",0,K5,0,manual,"48.80,9.75",0,K3,0,manual,"36.88,26.50;36.88,26.50",0,K4,0,manual,"41.12,8.97",0,K1,0,manual,"27.40,56.25",0,K2,0,manual,"32.50,40.70",0,411,Cone_76.jpg,80,80
K4,0,manual,"26.21,4.48",0,K2,0,manual,"25.70,47.85",0,K1,0,manual,"23.90,64.85",0,K5,0,manual,"36.10,3.15",0,K8,0,manual,"55.79,59.84",0,K7,0,manual,"48.40,42.40",0,K6,0,manual,"42.63,23.68",0,K3,0,manual,"25.38,27.00",0,410,Cone_75.jpg,80,80
K2,0,manual,"33.80,43.05",0,K5,0,manual,"36.80,22.55",0,K7,0,manual,"44.61,39.74",0,K6,0,manual,"41.05,31.58",0,K3,0,manual,"33.50,34.00",0,K8,0,manual,"47.79,47.36",0,K4,0,manual,"33.33,23.49",0,K1,0,manual,"35.00,51.95",0,409,Cone_74.jpg,80,80
K6,0,manual,"44.21,31.32",0,K3,0,manual,"33.38,33.25",0,K7,0,manual,"47.76,42.63",0,K8,0,manual,"53.23,54.29",0,K5,0,manual,"39.60,18.45",0,K1,0,manual,"31.20,57.85",0,K4,0,manual,"33.60,19.54",0,K2,0,manual,"31.80,46.15",0,408,Cone_73.jpg,80,80
K4,0,manual,"36.51,27.60",0,K1,0,manual,"35.60,49.25",0,K2,0,manual,"36.20,42.85",0,K6,0,manual,"43.16,33.68",0,K8,0,manual,"47.40,48.20",0,K7,0,manual,"45.13,41.45",0,K5,0,manual,"40.60,27.05",0,K3,0,manual,"36.00,34.12",0,407,Cone_72.jpg,80,80
K2,0,manual,"31.70,42.85",0,K1,0,manual,"29.60,54.75",0,K5,0,manual,"42.60,14.65",0,K7,0,manual,"48.95,40.92",0,K8,0,manual,"51.79,54.56",0,K6,0,manual,"45.79,27.37",0,K3,0,manual,"33.12,28.00",0,K4,0,manual,"35.44,15.06",0,406,Cone_71.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,Cone_70.jpg,80,80
K5,0,manual,"41.30,16.75",0,K8,0,manual,"49.20,52.30",0,K7,0,manual,"46.97,40.79",0,K6,0,manual,"44.74,28.42",0,K4,0,manual,"35.72,16.89",0,K1,0,manual,"30.60,52.35",0,K3,0,manual,"34.12,28.62",0,K2,0,manual,"32.50,41.65",0,404,Cone_7.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,Cone_69.jpg,80,80
K4,0,manual,"38.34,25.60",0,K3,0,manual,"37.50,33.38",0,K1,0,manual,"36.20,46.85",0,K2,0,manual,"36.90,40.85",0,K7,0,manual,"45.13,40.13",0,K6,0,manual,"43.90,33.80",0,K8,0,manual,"46.40,46.61",0,K5,0,manual,"42.60,25.35",0,402,Cone_68.jpg,80,80
K3,0,manual,"35.50,32.12",0,K1,0,manual,"33.50,49.85",0,K2,0,manual,"34.10,41.95",0,K5,0,manual,"41.50,22.85",0,K7,0,manual,"45.92,41.05",0,K8,0,manual,"48.11,49.71",0,K6,0,manual,"43.68,31.84",0,K4,0,manual,"36.38,23.11",0,401,Cone_67.jpg,80,80
K7,0,manual,"45.26,41.32",0,K5,0,manual,"43.70,25.05",0,K6,0,manual,"44.74,34.61",0,K8,0,manual,"46.08,49.71",0,K4,0,manual,"39.41,24.69",0,K2,0,manual,"35.30,40.75",0,K1,0,manual,"32.20,48.45",0,K3,0,manual,"37.25,33.50",0,400,Cone_66.jpg,80,80
K3,0,manual,"36.38,31.50",0,K2,0,manual,"34.00,42.85",0,K1,0,manual,"31.50,53.45",0,K8,0,manual,"51.52,53.55",0,K6,0,manual,"45.92,32.11",0,K5,0,manual,"44.30,18.75",0,K7,0,manual,"49.47,42.63",0,K4,0,manual,"38.90,18.90",0,399,Cone_65.jpg,80,80
K4,0,manual,"42.04,17.02",0,K8,0,manual,"49.12,51.89",0,K5,0,manual,"47.40,17.55",0,K6,0,manual,"48.16,30.39",0,K7,0,manual,"48.95,42.11",0,K1,0,manual,"31.10,47.85",0,K2,0,manual,"34.60,40.65",0,K3,0,manual,"38.50,28.38",0,398,Cone_64.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,Cone_63.jpg,80,80
K6,0,manual,"48.42,33.16",0,K8,0,manual,"48.21,50.56",0,K1,0,manual,"35.10,47.35",0,K7,0,manual,"48.42,43.55",0,K5,0,manual,"47.10,23.75",0,K2,0,manual,"37.50,41.20",0,K3,0,manual,"41.38,31.50",0,K4,0,manual,"43.49,22.98",0,396,Cone_62.jpg,80,80
K3,0,manual,"32.25,41.25",0,K2,0,manual,"32.20,46.75",0,K1,0,manual,"32.30,50.95",0,K6,0,manual,"36.58,40.00",0,K8,0,manual,"39.15,49.17",0,K4,0,manual,"32.67,36.69",0,K5,0,manual,"35.00,36.25",0,K7,0,manual,"38.03,45.26",0,395,Cone_61.jpg,80,80
K1,0,manual,"35.90,46.65",0,K4,0,manual,"38.62,31.54",0,K5,0,manual,"41.00,31.45",0,K7,0,manual,"43.29,42.11",0,K6,0,manual,"42.24,35.79",0,K8,0,manual,"43.84,46.51",0,K3,0,manual,"37.38,35.50",0,K2,0,manual,"36.40,42.15",0,394,Cone_60.jpg,80,80
K3,0,manual,"38.75,39.25",0,K2,0,manual,"36.70,44.45",0,K4,0,manual,"41.25,33.79",0,K5,0,manual,"44.20,33.85",0,K1,0,manual,"34.50,49.25",0,K8,0,manual,"43.63,51.41",0,K7,0,manual,"43.68,45.79",0,K6,0,manual,"44.74,40.26",0,393,Cone_6.jpg,80,80
K4,0,manual,"32.10,15.90",0,K7,0,manual,"45.79,41.97",0,K5,0,manual,"39.10,15.65",0,K6,0,manual,"42.11,30.00",0,K8,0,manual,"49.60,54.51",0,K2,0,manual,"29.30,43.80",0,K1,0,manual,"27.80,57.20",0,K3,0,manual,"30.50,30.70",0,392,Cone_59.jpg,80,80
K3,0,manual,"38.20,33.50",0,K2,0,manual,"36.40,41.55",0,K6,0,manual,"44.47,33.68",0,K1,0,manual,"35.50,46.65",0,K5,0,manual,"43.80,26.90",0,K4,0,manual,"40.34,26.92",0,K8,0,manual,"46.93,47.36",0,K7,0,manual,"45.79,41.97",0,391,Cone_58.jpg,80,80
K2,0,manual,"36.60,41.05",0,K3,0,manual,"42.00,31.00",0,K8,0,manual,"48.32,53.55",0,K1,0,manual,"33.30,47.65",0,K5,0,manual,"50.00,23.35",0,K7,0,manual,"48.42,44.08",0,K4,0,manual,"45.60,22.57",0,K6,0,manual,"49.08,33.55",0,374,Cone_435.jpg,80,80
K3,0,manual,"37.00,31.62",0,K4,0,manual,"40.46,20.07",0,K5,0,manual,"46.90,20.45",0,K7,0,manual,"47.24,44.21",0,K1,0,manual,"30.00,53.45",0,K6,0,manual,"47.37,32.63",0,K8,0,manual,"48.05,55.52",0,K2,0,manual,"34.20,42.25",0,373,Cone_434.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,Cone_433.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,Cone_432.jpg,80,80
K6,0,manual,"50.26,32.63",0,K5,0,manual,"50.10,23.75",0,K4,0,manual,"44.94,23.49",0,K1,0,manual,"34.60,48.45",0,K8,0,manual,"49.87,52.53",0,K7,0,manual,"50.39,43.95",0,K2,0,manual,"37.60,41.25",0,K3,0,manual,"42.00,31.25",0,370,Cone_431.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,Cone_430.jpg,80,80
K2,0,manual,"29.30,41.85",0,K3,0,manual,"31.50,26.00",0,K6,0,manual,"46.71,25.79",0,K5,0,manual,"43.70,7.55",0,K7,0,manual,"50.30,40.10",0,K4,0,manual,"35.50,7.60",0,K8,0,manual,"53.33,56.64",0,K1,0,manual,"24.40,57.55",0,368,Cone_43.jpg,80,80
K3,0,manual,"40.00,32.50",0,K6,0,manual,"46.71,33.29",0,K7,0,manual,"47.76,41.71",0,K8,0,manual,"49.81,46.72",0,K1,0,manual,"35.60,44.70",0,K5,0,manual,"45.50,25.85",0,K4,0,manual,"42.04,25.74",0,K2,0,manual,"37.30,39.85",0,367,Cone_429.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,Cone_428.jpg,80,80
K7,0,manual,"48.95,42.37",0,K1,0,manual,"32.30,46.85",0,K6,0,manual,"48.95,31.58",0,K8,0,manual,"50.29,51.79",0,K5,0,manual,"49.40,21.15",0,K4,0,manual,"44.02,20.21",0,K2,0,manual,"35.60,40.45",0,K3,0,manual,"40.75,29.50",0,365,Cone_427.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,Cone_426.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,Cone_425.jpg,80,80
K2,0,manual,"33.10,44.65",0,K3,0,manual,"34.50,31.88",0,K4,0,manual,"36.38,20.72",0,K8,0,manual,"50.99,53.65",0,K7,0,manual,"46.84,43.03",0,K6,0,manual,"44.34,31.32",0,K1,0,manual,"31.70,55.15",0,K5,0,manual,"40.80,20.65",0,362,Cone_424.jpg,80,80
K3,0,manual,"43.25,26.38",0,K7,0,manual,"51.45,44.61",0,K4,0,manual,"49.83,14.92",0,K5,0,manual,"56.00,16.75",0,K6,0,manual,"53.95,31.18",0,K1,0,manual,"29.50,47.35",0,K8,0,manual,"50.24,55.36",0,K2,0,manual,"36.10,38.95",0,361,Cone_423.jpg,80,80
K1,0,manual,"31.10,51.65",0,K6,0,manual,"49.21,33.29",0,K8,0,manual,"51.09,54.83",0,K4,0,manual,"42.70,18.34",0,K7,0,manual,"49.74,44.21",0,K5,0,manual,"48.10,19.15",0,K2,0,manual,"34.80,41.85",0,K3,0,manual,"39.00,31.25",0,360,Cone_422.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,Cone_421.jpg,80,80
K2,0,manual,"35.80,41.15",0,K3,0,manual,"39.00,33.12",0,K6,0,manual,"46.84,35.26",0,K7,0,manual,"46.71,43.42",0,K8,0,manual,"47.52,51.25",0,K5,0,manual,"47.10,24.65",0,K4,0,manual,"42.98,23.90",0,K1,0,manual,"32.10,48.85",0,358,Cone_420.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,Cone_42.jpg,80,80
K7,0,manual,"46.18,41.71",0,K1,0,manual,"32.70,43.45",0,K6,0,manual,"46.58,33.16",0,K4,0,manual,"43.36,22.70",0,K8,0,manual,"45.12,48.53",0,K5,0,manual,"47.10,23.55",0,K2,0,manual,"35.60,38.85",0,K3,0,manual,"40.25,30.25",0,356,Cone_419.jpg,80,80
K6,0,manual,"46.32,35.53",0,K8,0,manual,"44.59,47.79",0,K1,0,manual,"35.90,45.65",0,K4,0,manual,"43.49,30.24",0,K5,0,manual,"45.90,31.05",0,K7,0,manual,"45.92,42.76",0,K3,0,manual,"41.75,34.00",0,K2,0,manual,"38.50,40.70",0,355,Cone_418.jpg,80,80
K3,0,manual,"30.62,27.00",0,K2,0,manual,"31.30,74.45",0,K1,0,manual,"31.50,78.65",0,K8,0,manual,"57.49,71.15",0,K4,0,manual,"30.29,14.65",0,K5,0,manual,"36.90,13.65",0,K7,0,manual,"55.79,67.89",0,K6,0,manual,"41.58,26.32",0,354,Cone_417.jpg,80,80
K2,0,manual,"35.70,41.75",0,K1,0,manual,"34.20,47.25",0,K8,0,manual,"47.41,48.91",0,K7,0,manual,"46.32,42.89",0,K6,0,manual,"45.92,33.42",0,K5,0,manual,"43.90,26.65",0,K4,0,manual,"40.34,26.40",0,K3,0,manual,"38.00,32.75",0,353,Cone_416.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,Cone_415.jpg,80,80
K5,0,manual,"49.70,19.15",0,K8,0,manual,"50.67,54.51",0,K4,0,manual,"44.40,18.40",0,K1,0,manual,"30.80,49.05",0,K7,0,manual,"49.34,42.50",0,K6,0,manual,"49.74,32.11",0,K3,0,manual,"40.00,29.62",0,K2,0,manual,"35.70,39.55",0,351,Cone_414.jpg,80,80
K3,0,manual,"40.62,32.12",0,K2,0,manual,"36.80,39.65",0,K4,0,manual,"45.08,22.17",0,K8,0,manual,"47.68,52.80",0,K6,0,manual,"49.21,34.74",0,K5,0,manual,"49.50,23.50",0,K7,0,manual,"48.29,43.29",0,K1,0,manual,"31.70,47.55",0,350,Cone_413.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,Cone_412.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,Cone_411.jpg,80,80
K2,0,manual,"36.50,38.95",0,K5,0,manual,"49.10,22.95",0,K6,0,manual,"48.29,34.21",0,K7,0,manual,"47.37,42.24",0,K1,0,manual,"32.00,47.05",0,K4,0,manual,"44.56,22.17",0,K8,0,manual,"48.21,52.37",0,K3,0,manual,"40.38,31.12",0,347,Cone_410.jpg,80,80
K7,0,manual,"53.16,43.68",0,K5,0,manual,"58.10,16.55",0,K4,0,manual,"50.50,14.53",0,K8,0,manual,"52.37,56.32",0,K6,0,manual,"55.66,30.53",0,K1,0,manual,"30.30,47.35",0,K3,0,manual,"44.75,25.50",0,K2,0,manual,"37.50,37.35",0,346,Cone_41.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,Cone_409.jpg,80,80
K3,0,manual,"40.25,31.88",0,K2,0,manual,"37.10,40.05",0,K7,0,manual,"46.58,40.00",0,K1,0,manual,"35.30,46.15",0,K4,0,manual,"42.45,25.88",0,K6,0,manual,"46.32,32.63",0,K8,0,manual,"47.09,46.56",0,K5,0,manual,"45.40,25.85",0,344,Cone_408.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,Cone_407.jpg,80,80
K2,0,manual,"37.10,45.85",0,K4,0,manual,"41.79,37.35",0,K6,0,manual,"44.34,42.37",0,K7,0,manual,"43.68,47.11",0,K8,0,manual,"43.31,52.80",0,K1,0,manual,"34.90,50.95",0,K5,0,manual,"44.50,37.45",0,K3,0,manual,"39.50,41.00",0,342,Cone_406.jpg,80,80
K8,0,manual,"48.32,46.83",0,K1,0,manual,"36.00,43.25",0,K6,0,manual,"48.29,30.79",0,K5,0,manual,"47.70,22.25",0,K7,0,manual,"48.42,38.42",0,K4,0,manual,"44.81,21.66",0,K3,0,manual,"42.00,28.38",0,K2,0,manual,"39.10,36.25",0,341,Cone_405.jpg,80,80
K3,0,manual,"22.50,26.62",0,K7,0,manual,"45.26,38.42",0,K1,0,manual,"24.90,61.75",0,K2,0,manual,"24.20,44.75",0,K5,0,manual,"30.40,7.05",0,K6,0,manual,"37.11,22.63",0,K4,0,manual,"21.58,9.12",0,K8,0,manual,"52.80,53.23",0,340,Cone_404.jpg,80,80
K7,0,manual,"49.08,42.63",0,K2,0,manual,"36.90,40.35",0,K4,0,manual,"43.49,22.70",0,K1,0,manual,"33.60,47.85",0,K5,0,manual,"48.10,22.95",0,K6,0,manual,"48.55,32.11",0,K8,0,manual,"49.60,50.24",0,K3,0,manual,"41.25,30.50",0,339,Cone_403.jpg,80,80
K3,0,manual,"42.00,31.62",0,K8,0,manual,"49.60,52.91",0,K6,0,manual,"49.47,33.95",0,K5,0,manual,"49.80,22.35",0,K1,0,manual,"33.30,48.65",0,K4,0,manual,"45.35,21.52",0,K2,0,manual,"37.70,39.95",0,K7,0,manual,"49.47,43.16",0,338,Cone_402.jpg,80,80
K2,0,manual,"36.10,42.45",0,K6,0,manual,"45.66,34.21",0,K8,0,manual,"48.00,48.75",0,K5,0,manual,"46.20,26.05",0,K7,0,manual,"46.97,41.97",0,K4,0,manual,"41.66,25.88",0,K1,0,manual,"34.80,47.55",0,K3,0,manual,"39.25,33.25",0,337,Cone_401.jpg,80,80
K3,0,manual,"33.00,29.50",0,K6,0,manual,"43.03,28.42",0,K7,0,manual,"45.13,38.95",0,K4,0,manual,"33.60,18.34",0,K1,0,manual,"30.90,52.55",0,K8,0,manual,"49.39,48.96",0,K2,0,manual,"32.10,40.05",0,K5,0,manual,"40.00,17.55",0,336,Cone_400.jpg,80,80
K6,0,manual,"47.37,30.00",0,K4,0,manual,"42.17,18.88",0,K2,0,manual,"34.30,38.85",0,K8,0,manual,"48.53,51.20",0,K1,0,manual,"30.40,46.75",0,K7,0,manual,"47.37,41.45",0,K5,0,manual,"47.10,19.80",0,K3,0,manual,"38.88,27.75",0,335,Cone_40.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,Cone_4.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,Cone_399.jpg,80,80
K3,0,manual,"27.38,30.00",0,K4,0,manual,"27.27,16.10",0,K2,0,manual,"28.10,44.20",0,K1,0,manual,"28.50,57.75",0,K8,0,manual,"50.45,51.20",0,K7,0,manual,"44.74,40.53",0,K6,0,manual,"39.47,26.45",0,K5,0,manual,"33.70,14.75",0,332,Cone_398.jpg,80,80
K6,0,manual,"40.79,21.71",0,K4,0,manual,"21.58,0.67",0,K8,0,manual,"56.48,57.76",0,K2,0,manual,"22.70,43.75",0,K1,0,manual,"22.20,67.25",0,K5,0,manual,"32.50,0.45",0,K7,0,manual,"47.63,39.21",0,K3,0,manual,"22.12,24.00",0,331,Cone_397.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,Cone_396.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,Cone_395.jpg,80,80
K3,0,manual,"35.00,25.75",0,K4,0,manual,"39.54,7.79",0,K6,0,manual,"50.66,27.76",0,K2,0,manual,"30.80,41.25",0,K7,0,manual,"52.76,43.55",0,K1,0,manual,"25.70,57.55",0,K8,0,manual,"53.71,62.13",0,K5,0,manual,"48.70,8.25",0,328,Cone_394.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,Cone_393.jpg,80,80
K7,0,manual,"43.95,41.32",0,K2,0,manual,"32.20,43.95",0,K1,0,manual,"32.70,54.05",0,K6,0,manual,"40.26,32.11",0,K5,0,manual,"35.60,21.25",0,K4,0,manual,"29.50,22.57",0,K8,0,manual,"49.17,50.56",0,K3,0,manual,"31.25,33.62",0,326,Cone_392.jpg,80,80
K3,0,manual,"30.00,43.75",0,K1,0,manual,"29.00,69.95",0,K8,0,manual,"50.99,65.49",0,K7,0,manual,"45.26,52.11",0,K4,0,manual,"28.72,30.37",0,K2,0,manual,"29.70,56.45",0,K6,0,manual,"40.39,41.84",0,K5,0,manual,"36.00,28.45",0,325,Cone_391.jpg,80,80
K1,0,manual,"26.00,61.00",0,K7,0,manual,"53.68,44.34",0,K5,0,manual,"48.70,5.55",0,K6,0,manual,"50.53,24.87",0,K8,0,manual,"56.16,61.81",0,K4,0,manual,"37.30,5.82",0,K2,0,manual,"29.00,41.85",0,K3,0,manual,"34.12,23.75",0,324,Cone_390.jpg,80,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,Cone_39.jpg,80,80
