_id,_name,_width,_height,points/0/_label,points/0/_occluded,points/0/_source,points/0/_points,points/0/_z_order,points/1/_label,points/1/_occluded,points/1/_source,points/1/_points,points/1/_z_order,points/2/_label,points/2/_occluded,points/2/_source,points/2/_points,points/2/_z_order,points/3/_label,points/3/_occluded,points/3/_source,points/3/_points,points/3/_z_order,points/4/_label,points/4/_occluded,points/4/_source,points/4/_points,points/4/_z_order,points/5/_label,points/5/_occluded,points/5/_source,points/5/_points,points/5/_z_order,points/6/_label,points/6/_occluded,points/6/_source,points/6/_points,points/6/_z_order,points/7/_label,points/7/_occluded,points/7/_source,points/7/_points,points/7/_z_order
298,Cone_367.jpg,80,80,K8,0,manual,"50.56,53.91",0,K1,0,manual,"32.10,55.40",0,K5,0,manual,"43.16,18.42",0,K4,0,manual,"37.24,18.68",0,K7,0,manual,"48.05,42.17",0,K3,0,manual,"35.41,31.04",0,K2,0,manual,"33.80,43.40",0,K6,0,manual,"46.07,31.16",0
297,Cone_366.jpg,80,80,K7,0,manual,"45.28,39.92",0,K3,0,manual,"29.76,29.23",0,K6,0,manual,"39.34,27.19",0,K2,0,manual,"30.30,43.10",0,K1,0,manual,"30.30,54.30",0,K4,0,manual,"28.42,15.92",0,K8,0,manual,"49.50,48.30",0,K5,0,manual,"35.26,14.74",0
296,Cone_365.jpg,80,80,K2,0,manual,"37.30,38.50",0,K6,0,manual,"50.96,31.02",0,K5,0,manual,"51.58,20.00",0,K1,0,manual,"32.80,46.50",0,K4,0,manual,"46.18,18.42",0,K8,0,manual,"48.58,53.39",0,K3,0,manual,"42.35,26.99",0,K7,0,manual,"50.03,43.09",0
295,Cone_364.jpg,80,80,K4,0,manual,"42.63,22.37",0,K5,0,manual,"48.60,23.70",0,K8,0,manual,"47.92,50.35",0,K1,0,manual,"34.50,47.60",0,K7,0,manual,"48.45,42.69",0,K3,0,manual,"40.64,31.04",0,K2,0,manual,"36.90,41.00",0,K6,0,manual,"48.25,33.33",0
294,Cone_363.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Cone_362.jpg,80,80,K7,0,manual,"46.86,42.69",0,K3,0,manual,"33.92,31.15",0,K6,0,manual,"44.49,31.16",0,K2,0,manual,"32.40,43.80",0,K4,0,manual,"35.00,18.42",0,K8,0,manual,"49.77,54.31",0,K5,0,manual,"41.84,18.29",0,K1,0,manual,"30.90,55.30",0
292,Cone_361.jpg,80,80,K6,0,manual,"41.06,26.93",0,K2,0,manual,"27.20,45.80",0,K5,0,manual,"34.74,9.21",0,K4,0,manual,"26.45,10.79",0,K8,0,manual,"52.67,56.29",0,K1,0,manual,"27.10,61.00",0,K7,0,manual,"46.86,41.64",0,K3,0,manual,"27.63,28.80",0
291,Cone_360.jpg,80,80,K1,0,manual,"30.40,55.50",0,K8,0,manual,"49.90,49.29",0,K5,0,manual,"35.26,18.16",0,K4,0,manual,"28.50,19.80",0,K3,0,manual,"29.70,32.10",0,K7,0,manual,"45.02,39.92",0,K6,0,manual,"39.47,29.31",0,K2,0,manual,"29.70,44.20",0
290,Cone_36.jpg,80,80,K7,0,manual,"48.45,45.20",0,K3,0,manual,"41.28,29.87",0,K2,0,manual,"36.00,40.20",0,K6,0,manual,"50.17,33.27",0,K5,0,manual,"50.90,20.70",0,K1,0,manual,"31.30,48.70",0,K4,0,manual,"45.26,19.34",0,K8,0,manual,"48.45,56.29",0
289,Cone_359.jpg,80,80,K3,0,manual,"37.40,38.50",0,K1,0,manual,"36.40,48.50",0,K2,0,manual,"37.00,43.30",0,K7,0,manual,"42.64,43.09",0,K8,0,manual,"43.70,48.10",0,K6,0,manual,"41.45,37.81",0,K5,0,manual,"40.50,32.30",0,K4,0,manual,"37.36,32.53",0
288,Cone_358.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Cone_357.jpg,80,80,K2,0,manual,"32.00,44.50",0,K1,0,manual,"31.20,55.00",0,K8,0,manual,"48.71,53.91",0,K3,0,manual,"33.39,33.92",0,K7,0,manual,"45.88,43.50",0,K5,0,manual,"39.80,23.50",0,K6,0,manual,"42.60,33.40",0,K4,0,manual,"34.50,23.50",0
286,Cone_356.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Cone_355.jpg,80,80,K3,0,manual,"31.47,31.57",0,K7,0,manual,"43.96,38.73",0,K8,0,manual,"47.92,47.58",0,K6,0,manual,"39.34,29.57",0,K5,0,manual,"34.61,19.34",0,K1,0,manual,"31.80,53.10",0,K4,0,manual,"30.13,20.53",0,K2,0,manual,"32.20,43.10",0
284,Cone_354.jpg,80,80,K6,0,manual,"39.87,28.91",0,K2,0,manual,"28.20,46.80",0,K1,0,manual,"27.50,60.40",0,K4,0,manual,"26.84,15.66",0,K3,0,manual,"27.84,31.68",0,K8,0,manual,"50.30,55.76",0,K7,0,manual,"45.15,42.03",0,K5,0,manual,"34.30,14.60",0
283,Cone_353.jpg,80,80,K1,0,manual,"36.20,48.60",0,K4,0,manual,"35.26,26.58",0,K2,0,manual,"36.30,41.40",0,K3,0,manual,"36.37,33.81",0,K8,0,manual,"47.10,44.90",0,K7,0,manual,"44.80,39.00",0,K5,0,manual,"38.40,25.80",0,K6,0,manual,"41.06,32.74",0
282,Cone_352.jpg,80,80,K3,0,manual,"31.68,30.19",0,K8,0,manual,"46.34,49.43",0,K7,0,manual,"43.96,40.45",0,K5,0,manual,"37.76,19.47",0,K6,0,manual,"40.79,29.97",0,K2,0,manual,"30.80,41.40",0,K1,0,manual,"29.90,51.00",0,K4,0,manual,"32.76,20.00",0
281,Cone_351.jpg,80,80,K6,0,manual,"38.28,29.70",0,K1,0,manual,"27.40,60.40",0,K2,0,manual,"27.60,46.10",0,K4,0,manual,"25.39,15.79",0,K8,0,manual,"49.10,53.80",0,K7,0,manual,"43.70,42.17",0,K5,0,manual,"32.20,14.50",0,K3,0,manual,"26.35,32.11",0
280,Cone_350.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Cone_35.jpg,80,80,K4,0,manual,"43.29,4.74",0,K2,0,manual,"32.00,40.70",0,K1,0,manual,"26.00,58.50",0,K7,0,manual,"53.60,44.01",0,K5,0,manual,"52.10,6.60",0,K3,0,manual,"37.65,23.57",0,K8,0,manual,"55.70,61.80",0,K6,0,manual,"52.67,26.67",0
278,Cone_349.jpg,80,80,K8,0,manual,"49.20,48.00",0,K3,0,manual,"30.08,31.57",0,K5,0,manual,"33.00,19.60",0,K2,0,manual,"31.00,43.90",0,K7,0,manual,"44.22,39.26",0,K6,0,manual,"37.95,29.11",0,K1,0,manual,"32.30,53.30",0,K4,0,manual,"28.42,21.32",0
277,Cone_348.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Cone_347.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Cone_346.jpg,80,80,K4,0,manual,"36.05,25.79",0,K5,0,manual,"40.80,25.70",0,K1,0,manual,"35.50,49.70",0,K7,0,manual,"44.90,40.70",0,K2,0,manual,"35.30,41.40",0,K6,0,manual,"42.40,32.60",0,K3,0,manual,"35.63,32.11",0,K8,0,manual,"47.40,48.60",0
274,Cone_345.jpg,80,80,K1,0,manual,"32.50,55.40",0,K4,0,manual,"30.66,21.58",0,K2,0,manual,"32.50,44.60",0,K3,0,manual,"32.21,33.49",0,K8,0,manual,"49.80,51.30",0,K7,0,manual,"45.54,41.64",0,K6,0,manual,"40.53,32.21",0,K5,0,manual,"36.80,20.70",0
273,Cone_344.jpg,80,80,K8,0,manual,"49.37,47.31",0,K3,0,manual,"34.45,32.64",0,K2,0,manual,"34.80,41.90",0,K7,0,manual,"44.75,39.39",0,K6,0,manual,"40.53,30.89",0,K5,0,manual,"36.84,21.05",0,K4,0,manual,"32.63,22.37",0,K1,0,manual,"35.20,52.50",0
272,Cone_343.jpg,80,80,K6,0,manual,"39.60,27.99",0,K5,0,manual,"35.40,11.60",0,K4,0,manual,"27.11,12.76",0,K1,0,manual,"27.70,61.40",0,K7,0,manual,"45.28,40.98",0,K3,0,manual,"27.41,29.76",0,K8,0,manual,"50.03,55.10",0,K2,0,manual,"27.40,45.40",0
271,Cone_342.jpg,80,80,K4,0,manual,"36.32,19.08",0,K5,0,manual,"43.70,18.80",0,K1,0,manual,"30.20,52.70",0,K3,0,manual,"34.67,29.65",0,K8,0,manual,"48.98,54.18",0,K7,0,manual,"46.34,42.30",0,K2,0,manual,"32.30,41.80",0,K6,0,manual,"45.28,29.83",0
270,Cone_341.jpg,80,80,K8,0,manual,"54.26,59.99",0,K2,0,manual,"25.90,44.20",0,K7,0,manual,"48.91,41.52",0,K3,0,manual,"28.16,24.43",0,K6,0,manual,"44.16,21.98",0,K4,0,manual,"28.95,4.47",0,K5,0,manual,"39.20,3.40",0,K1,0,manual,"23.70,63.70",0
269,Cone_340.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Cone_34.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Cone_339.jpg,80,80,K5,0,manual,"40.70,29.30",0,K6,0,manual,"41.58,35.51",0,K4,0,manual,"36.84,29.47",0,K1,0,manual,"36.60,48.40",0,K7,0,manual,"42.90,41.50",0,K3,0,manual,"37.23,35.73",0,K8,0,manual,"44.75,47.05",0,K2,0,manual,"36.70,42.50",0
266,Cone_338.jpg,80,80,K1,0,manual,"28.20,57.70",0,K3,0,manual,"32.00,27.31",0,K8,0,manual,"51.75,55.63",0,K2,0,manual,"30.00,42.40",0,K7,0,manual,"48.98,41.37",0,K4,0,manual,"32.90,11.20",0,K5,0,manual,"42.50,10.53",0,K6,0,manual,"44.62,26.93",0
265,Cone_337.jpg,80,80,K2,0,manual,"35.30,41.50",0,K3,0,manual,"38.61,31.36",0,K8,0,manual,"47.92,52.73",0,K7,0,manual,"47.39,43.49",0,K6,0,manual,"47.13,32.74",0,K5,0,manual,"46.40,22.90",0,K4,0,manual,"41.45,22.50",0,K1,0,manual,"32.10,49.90",0
264,Cone_336.jpg,80,80,K6,0,manual,"47.00,34.46",0,K1,0,manual,"30.40,54.60",0,K5,0,manual,"46.30,20.80",0,K4,0,manual,"40.00,20.39",0,K2,0,manual,"34.40,43.60",0,K3,0,manual,"37.23,32.96",0,K8,0,manual,"48.58,56.42",0,K7,0,manual,"47.79,45.47",0
263,Cone_335.jpg,80,80,K4,0,manual,"36.05,31.18",0,K1,0,manual,"35.20,49.60",0,K3,0,manual,"35.95,36.69",0,K8,0,manual,"44.88,48.63",0,K7,0,manual,"43.43,42.96",0,K2,0,manual,"35.30,44.00",0,K5,0,manual,"40.39,30.79",0,K6,0,manual,"41.58,36.57",0
262,Cone_334.jpg,80,80,K3,0,manual,"39.47,31.25",0,K7,0,manual,"47.13,42.96",0,K2,0,manual,"36.00,39.50",0,K8,0,manual,"47.39,49.43",0,K6,0,manual,"47.26,32.87",0,K4,0,manual,"41.97,23.55",0,K1,0,manual,"34.10,46.10",0,K5,0,manual,"47.60,24.60",0
261,Cone_333.jpg,80,80,K6,0,manual,"43.30,29.97",0,K5,0,manual,"42.10,16.40",0,K4,0,manual,"34.87,16.84",0,K1,0,manual,"28.80,55.40",0,K2,0,manual,"30.50,42.50",0,K7,0,manual,"46.34,43.22",0,K3,0,manual,"32.96,30.29",0,K8,0,manual,"48.98,54.71",0
260,Cone_332.jpg,80,80,K4,0,manual,"31.18,19.61",0,K1,0,manual,"31.00,51.70",0,K5,0,manual,"35.90,19.00",0,K8,0,manual,"47.39,47.05",0,K7,0,manual,"44.22,37.28",0,K3,0,manual,"31.68,30.29",0,K2,0,manual,"31.70,40.60",0,K6,0,manual,"39.74,27.72",0
259,Cone_331.jpg,80,80,K3,0,manual,"37.44,32.85",0,K2,0,manual,"34.40,42.90",0,K8,0,manual,"48.10,54.00",0,K6,0,manual,"46.21,34.32",0,K5,0,manual,"45.26,22.50",0,K7,0,manual,"47.00,45.10",0,K4,0,manual,"40.53,22.11",0,K1,0,manual,"31.00,51.70",0
258,Cone_330.jpg,80,80,K5,0,manual,"49.74,22.63",0,K6,0,manual,"48.45,34.19",0,K4,0,manual,"44.61,21.32",0,K1,0,manual,"30.80,49.10",0,K8,0,manual,"47.13,54.31",0,K3,0,manual,"39.41,31.52",0,K7,0,manual,"47.79,45.33",0,K2,0,manual,"35.60,40.20",0
257,Cone_33.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Cone_329.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Cone_328.jpg,80,80,K4,0,manual,"44.08,34.47",0,K1,0,manual,"32.10,57.30",0,K2,0,manual,"36.40,49.40",0,K5,0,manual,"48.00,35.50",0,K3,0,manual,"40.43,42.56",0,K8,0,manual,"45.15,61.97",0,K7,0,manual,"45.81,53.91",0,K6,0,manual,"46.86,44.75",0
254,Cone_327.jpg,80,80,K3,0,manual,"40.53,30.40",0,K8,0,manual,"49.37,54.44",0,K7,0,manual,"49.24,44.15",0,K2,0,manual,"36.40,40.40",0,K5,0,manual,"48.95,21.45",0,K6,0,manual,"48.98,31.95",0,K1,0,manual,"32.40,51.10",0,K4,0,manual,"44.34,20.39",0
253,Cone_326.jpg,80,80,K4,0,manual,"41.40,24.70",0,K6,0,manual,"45.88,32.67",0,K5,0,manual,"45.30,25.30",0,K1,0,manual,"33.60,47.90",0,K8,0,manual,"47.52,48.90",0,K2,0,manual,"35.40,41.00",0,K7,0,manual,"46.86,42.96",0,K3,0,manual,"38.83,32.64",0
252,Cone_325.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Cone_324.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Cone_323.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Cone_322.jpg,80,80,K4,0,manual,"41.58,19.34",0,K1,0,manual,"30.60,51.10",0,K6,0,manual,"47.30,31.90",0,K3,0,manual,"38.88,30.03",0,K7,0,manual,"47.52,45.07",0,K8,0,manual,"47.79,54.18",0,K2,0,manual,"34.50,41.50",0,K5,0,manual,"47.50,20.92",0
248,Cone_321.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Cone_320.jpg,80,80,K2,0,manual,"36.20,37.90",0,K8,0,manual,"50.69,57.61",0,K7,0,manual,"52.15,45.60",0,K3,0,manual,"43.95,24.96",0,K5,0,manual,"56.45,14.87",0,K4,0,manual,"49.21,12.24",0,K6,0,manual,"54.30,29.60",0,K1,0,manual,"29.00,49.70",0
246,Cone_32.jpg,80,80,K5,0,manual,"43.29,25.26",0,K6,0,manual,"44.22,34.85",0,K1,0,manual,"33.40,51.10",0,K4,0,manual,"38.68,25.13",0,K2,0,manual,"35.20,43.70",0,K8,0,manual,"46.60,52.33",0,K3,0,manual,"37.12,34.35",0,K7,0,manual,"45.54,44.54",0
245,Cone_319.jpg,80,80,K1,0,manual,"21.60,67.90",0,K4,0,manual,"25.13,1.71",0,K8,0,manual,"56.11,59.99",0,K7,0,manual,"48.18,41.24",0,K2,0,manual,"23.20,45.10",0,K3,0,manual,"24.53,25.07",0,K5,0,manual,"35.66,0.13",0,K6,0,manual,"42.24,22.18",0
244,Cone_318.jpg,80,80,K8,0,manual,"52.15,53.25",0,K3,0,manual,"32.53,30.83",0,K7,0,manual,"47.39,43.09",0,K2,0,manual,"32.40,45.80",0,K6,0,manual,"42.51,29.04",0,K5,0,manual,"38.29,16.32",0,K4,0,manual,"32.76,17.37",0,K1,0,manual,"31.90,58.20",0
243,Cone_317.jpg,80,80,K6,0,manual,"44.88,34.59",0,K5,0,manual,"43.03,23.82",0,K7,0,manual,"46.07,44.54",0,K4,0,manual,"38.16,24.21",0,K1,0,manual,"32.70,51.50",0,K2,0,manual,"34.50,43.40",0,K8,0,manual,"46.86,51.93",0,K3,0,manual,"36.48,34.45",0
242,Cone_316.jpg,80,80,K7,0,manual,"48.71,44.15",0,K5,0,manual,"48.80,21.60",0,K1,0,manual,"32.10,50.70",0,K3,0,manual,"39.89,31.68",0,K8,0,manual,"49.50,54.57",0,K2,0,manual,"35.80,41.00",0,K4,0,manual,"43.30,20.10",0,K6,0,manual,"48.98,33.27",0
241,Cone_315.jpg,80,80,K3,0,manual,"27.73,25.49",0,K2,0,manual,"26.00,43.60",0,K8,0,manual,"54.92,57.48",0,K5,0,manual,"40.00,2.63",0,K6,0,manual,"43.83,22.71",0,K7,0,manual,"48.98,41.11",0,K4,0,manual,"27.11,4.08",0,K1,0,manual,"24.00,62.70",0
240,Cone_314.jpg,80,80,K1,0,manual,"33.00,45.60",0,K5,0,manual,"48.90,22.60",0,K7,0,manual,"47.30,42.60",0,K4,0,manual,"44.74,20.92",0,K6,0,manual,"48.20,32.30",0,K3,0,manual,"41.17,29.55",0,K2,0,manual,"37.10,37.90",0,K8,0,manual,"46.60,49.95",0
239,Cone_313.jpg,80,80,K1,0,manual,"30.30,55.70",0,K4,0,manual,"35.00,19.08",0,K7,0,manual,"46.07,43.62",0,K3,0,manual,"33.81,32.11",0,K2,0,manual,"31.80,44.00",0,K8,0,manual,"49.11,54.18",0,K6,0,manual,"43.89,32.15",0,K5,0,manual,"42.11,18.95",0
238,Cone_312.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Cone_311.jpg,80,80,K8,0,manual,"45.50,50.20",0,K2,0,manual,"34.60,41.70",0,K3,0,manual,"37.23,34.67",0,K4,0,manual,"40.00,26.84",0,K6,0,manual,"44.22,35.51",0,K1,0,manual,"33.10,49.20",0,K7,0,manual,"44.75,43.62",0,K5,0,manual,"43.30,27.50",0
236,Cone_310.jpg,80,80,K6,0,manual,"48.58,28.78",0,K4,0,manual,"39.47,13.82",0,K5,0,manual,"47.24,13.82",0,K1,0,manual,"29.20,55.70",0,K7,0,manual,"50.30,44.94",0,K8,0,manual,"51.35,56.82",0,K3,0,manual,"36.37,27.41",0,K2,0,manual,"32.80,42.20",0
235,Cone_31.jpg,80,80,K7,0,manual,"47.92,44.67",0,K1,0,manual,"32.20,51.40",0,K8,0,manual,"48.45,54.18",0,K2,0,manual,"35.20,41.70",0,K3,0,manual,"38.08,31.68",0,K4,0,manual,"41.32,20.66",0,K6,0,manual,"47.79,33.27",0,K5,0,manual,"47.37,21.58",0
234,Cone_309.jpg,80,80,K2,0,manual,"29.70,42.70",0,K6,0,manual,"42.84,27.92",0,K8,0,manual,"50.69,54.18",0,K3,0,manual,"31.15,28.69",0,K4,0,manual,"31.84,15.66",0,K5,0,manual,"39.08,14.74",0,K1,0,manual,"29.20,56.40",0,K7,0,manual,"46.53,41.65",0
233,Cone_308.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Cone_307.jpg,80,80,K4,0,manual,"43.00,17.80",0,K1,0,manual,"29.90,56.10",0,K7,0,manual,"51.09,46.52",0,K5,0,manual,"48.90,18.60",0,K6,0,manual,"50.43,31.55",0,K2,0,manual,"33.40,43.20",0,K8,0,manual,"52.15,58.67",0,K3,0,manual,"38.29,29.23",0
231,Cone_306.jpg,80,80,K7,0,manual,"47.79,42.43",0,K1,0,manual,"29.30,57.20",0,K8,0,manual,"50.83,54.84",0,K2,0,manual,"30.20,42.80",0,K3,0,manual,"32.00,28.48",0,K6,0,manual,"43.96,27.99",0,K4,0,manual,"31.58,14.74",0,K5,0,manual,"40.92,13.42",0
230,Cone_305.jpg,80,80,K8,0,manual,"45.41,49.43",0,K6,0,manual,"45.15,34.85",0,K2,0,manual,"36.20,40.70",0,K1,0,manual,"34.00,47.90",0,K3,0,manual,"38.72,34.35",0,K5,0,manual,"44.87,27.37",0,K4,0,manual,"40.53,27.11",0,K7,0,manual,"44.88,41.90",0
229,Cone_304.jpg,80,80,K5,0,manual,"43.42,29.47",0,K4,0,manual,"40.92,29.08",0,K7,0,manual,"44.62,40.58",0,K8,0,manual,"45.02,45.47",0,K3,0,manual,"39.57,33.81",0,K2,0,manual,"37.80,39.40",0,K1,0,manual,"37.00,44.50",0,K6,0,manual,"44.22,34.32",0
228,Cone_303.jpg,80,80,K7,0,manual,"44.49,42.17",0,K8,0,manual,"44.49,48.77",0,K2,0,manual,"36.70,40.70",0,K3,0,manual,"39.57,34.45",0,K6,0,manual,"45.02,36.04",0,K1,0,manual,"35.40,46.40",0,K5,0,manual,"44.74,28.55",0,K4,0,manual,"41.45,28.03",0
227,Cone_302.jpg,80,80,K2,0,manual,"31.80,42.10",0,K5,0,manual,"41.58,15.26",0,K6,0,manual,"44.36,27.85",0,K1,0,manual,"30.40,54.20",0,K8,0,manual,"50.03,53.65",0,K3,0,manual,"34.03,29.01",0,K4,0,manual,"35.66,15.26",0,K7,0,manual,"47.92,41.11",0
226,Cone_301.jpg,80,80,K4,0,manual,"41.84,16.45",0,K7,0,manual,"49.50,44.67",0,K6,0,manual,"48.98,30.36",0,K8,0,manual,"50.56,55.50",0,K3,0,manual,"38.72,29.01",0,K1,0,manual,"31.20,53.90",0,K2,0,manual,"34.50,41.30",0,K5,0,manual,"47.76,17.37",0
225,Cone_300.jpg,80,80,K7,0,manual,"44.75,43.62",0,K6,0,manual,"45.28,36.04",0,K3,0,manual,"39.15,34.67",0,K1,0,manual,"34.20,47.40",0,K8,0,manual,"44.22,50.35",0,K2,0,manual,"36.80,41.90",0,K5,0,manual,"45.53,28.68",0,K4,0,manual,"41.45,27.89",0
224,Cone_30.jpg,80,80,K3,0,manual,"40.21,32.64",0,K2,0,manual,"37.10,40.10",0,K8,0,manual,"45.81,49.43",0,K1,0,manual,"35.10,45.20",0,K5,0,manual,"46.84,26.05",0,K6,0,manual,"46.34,35.25",0,K4,0,manual,"42.24,25.66",0,K7,0,manual,"46.21,42.56",0
223,Cone_3.jpg,80,80,K4,0,manual,"38.95,31.58",0,K7,0,manual,"44.60,46.70",0,K2,0,manual,"35.80,45.90",0,K5,0,manual,"42.24,31.45",0,K6,0,manual,"43.70,39.21",0,K1,0,manual,"34.60,53.00",0,K3,0,manual,"37.44,38.83",0,K8,0,manual,"45.41,53.91",0
222,Cone_299.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Cone_298.jpg,80,80,K7,0,manual,"42.64,47.45",0,K3,0,manual,"38.08,38.93",0,K5,0,manual,"43.95,33.68",0,K1,0,manual,"32.60,50.60",0,K8,0,manual,"42.11,53.78",0,K6,0,manual,"43.30,40.92",0,K2,0,manual,"35.40,44.90",0,K4,0,manual,"40.66,33.03",0
220,Cone_297.jpg,80,80,K2,0,manual,"30.70,44.30",0,K1,0,manual,"27.60,60.60",0,K5,0,manual,"44.74,8.82",0,K3,0,manual,"34.13,26.24",0,K8,0,manual,"55.31,60.12",0,K6,0,manual,"48.45,25.88",0,K4,0,manual,"36.05,8.16",0,K7,0,manual,"52.67,43.62",0
219,Cone_296.jpg,80,80,K4,0,manual,"51.84,5.53",0,K7,0,manual,"55.84,46.26",0,K8,0,manual,"53.60,65.40",0,K2,0,manual,"35.00,38.70",0,K1,0,manual,"26.70,53.90",0,K3,0,manual,"44.27,22.83",0,K6,0,manual,"58.35,27.99",0,K5,0,manual,"61.71,8.16",0
218,Cone_295.jpg,80,80,K7,0,manual,"56.37,45.86",0,K1,0,manual,"24.00,58.70",0,K2,0,manual,"31.70,41.00",0,K3,0,manual,"40.53,21.01",0,K5,0,manual,"57.76,3.42",0,K6,0,manual,"56.90,25.35",0,K8,0,manual,"55.30,67.90",0,K4,0,manual,"47.24,1.58",0
